CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	fDOM (QSU) (WS) SA	fCHL (ug/L) (WS) SA	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	estDOC (mg-C/L) SA	estDIN (uM) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%) (EXO) SA	Turb (FNU) (EXO) SA	fDOM (QSU) (EXO) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA
A3343	38.13245	-121.568942	Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.81	3.20	11.81	9.61	17.34	21.83	22.51	125.41	0.0657	22.51	130.17	7.48	8.64	99.8	3.1	17.87	0.81	0.71	0.69	0.05	2.25
A3277	38.132998	-121.507107	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	25.35	4.28	13.40	4.08	20.65	12.57	23.42	133.92	0.0673	23.36	135.36	7.57	8.58	100.7	2.1	22.47	0.91	0.84	0.85	0.03	2.64
A3050	38.133232	-121.591099	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	21.22	3.57	8.96	4.59	16.79	13.21	22.26	124.58	0.0655	22.25	129.99	7.46	8.29	95.3	4.5	18.98	0.75	0.65	0.83	0.00	2.31
A3188	38.134267	-121.566775	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.76	3.16	11.59	8.99	17.29	20.88	22.46	125.28	0.0656	22.46	130.14	7.49	8.65	99.9	3.2	17.71	0.80	0.71	0.66	0.07	2.23
A3048	38.135357	-121.593558	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	21.16	3.66	8.59	3.67	16.73	11.78	22.22	124.62	0.0656	22.21	130.09	7.46	8.25	94.8	4.6	18.58	0.77	0.65	0.84	0.00	2.32
A3275	38.135254	-121.505075	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	28.13	4.30	11.60	3.42	23.23	11.43	23.62	135.48	0.0671	23.58	137.20	7.54	8.43	99.4	2.2	25.28	0.93	0.86	0.87	0.02	2.69
A3186	38.135659	-121.563561	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.57	3.40	11.11	7.58	17.11	18.82	22.42	125.21	0.0657	22.42	130.16	7.48	8.59	99.1	3.3	17.90	0.79	0.71	0.68	0.06	2.24
A3184	38.13648	-121.560068	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.47	3.62	10.94	7.23	17.02	18.29	22.42	125.18	0.0657	22.42	130.15	7.48	8.55	98.6	3.3	17.97	0.79	0.72	0.71	0.05	2.25
A3046	38.137606	-121.595875	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	21.10	4.21	8.14	3.42	16.67	11.32	22.17	124.69	0.0657	22.17	130.24	7.47	8.22	94.4	4.7	19.11	0.80	0.66	0.87	0.01	2.36
A3273	38.13764	-121.503431	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	29.07	4.23	10.68	3.08	24.11	10.84	23.69	136.02	0.0671	23.66	137.99	7.53	8.36	98.7	2.2	26.34	0.94	0.87	0.88	0.02	2.72
A3182	38.137918	-121.557402	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.26	3.90	10.41	6.21	16.83	16.84	22.36	125.13	0.0657	22.35	130.27	7.48	8.51	98.0	3.4	18.15	0.78	0.73	0.77	0.02	2.30
A3044	38.14023	-121.597492	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	21.07	4.35	7.90	3.16	16.65	10.90	22.15	124.72	0.0657	22.15	130.34	7.47	8.22	94.3	4.8	19.09	0.79	0.67	0.89	0.00	2.39
A3271	38.14016	-121.505112	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	29.43	4.28	10.23	2.77	24.45	10.30	23.67	135.92	0.0671	23.67	138.17	7.51	8.27	97.6	2.1	26.82	0.95	0.88	0.88	0.02	2.74
A3180	38.140411	-121.558813	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.26	3.67	10.33	5.80	16.82	16.34	22.34	125.13	0.0657	22.34	130.27	7.48	8.51	98.0	3.4	17.88	0.79	0.73	0.77	0.02	2.31
A3042	38.142672	-121.599384	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	21.09	4.45	7.71	2.88	16.67	10.58	22.15	124.83	0.0658	22.14	130.50	7.47	8.23	94.4	4.8	19.48	0.81	0.67	0.91	0.00	2.41
A3178	38.143149	-121.560243	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.17	3.46	9.94	4.47	16.74	14.52	22.31	125.05	0.0657	22.31	130.25	7.49	8.41	96.8	3.4	18.38	0.86	0.71	0.76	0.04	2.40
A3269	38.14337	-121.50441	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	28.86	4.18	9.78	2.18	23.92	9.27	23.63	133.87	0.0670	23.64	136.85	7.50	8.26	97.5	2.1	26.60	0.96	0.90	0.90	0.02	2.79
A3176	38.144971	-121.557312	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.27	4.18	9.87	4.86	16.84	14.76	22.24	124.85	0.0657	22.23	130.24	7.48	8.46	97.3	3.8	18.07	0.82	0.73	0.80	0.01	2.40
A3040	38.145287	-121.601026	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	21.02	4.59	7.32	2.11	16.60	9.24	22.13	124.87	0.0658	22.12	130.62	7.46	8.26	94.7	4.9	19.25	0.92	0.71	0.83	0.07	2.55
A3174	38.145573	-121.553729	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.19	4.41	9.14	4.29	16.76	13.53	22.19	124.76	0.0657	22.18	130.35	7.48	8.37	96.1	4.0	19.27	0.82	0.76	0.79	0.02	2.41
A3267	38.144237	-121.509068	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	27.81	4.32	9.73	2.25	22.94	9.41	23.55	131.80	0.0671	23.58	134.07	7.49	8.21	96.8	2.0	25.73	0.96	0.90	0.89	0.02	2.78
A3172	38.146123	-121.550228	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.04	4.27	8.82	3.83	16.62	12.83	22.22	124.84	0.0657	22.21	130.42	7.49	8.32	95.7	4.0	19.88	0.82	0.77	0.77	0.02	2.40
A3030	38.147144	-121.590358	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.30	4.27	6.09	1.72	15.93	7.75	22.09	124.59	0.0657	22.08	130.45	7.48	8.27	94.7	4.9	18.65	0.97	0.68	0.88	0.00	2.53
A3168	38.147259	-121.544132	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.35	3.70	7.61	1.53	15.97	9.22	22.25	124.54	0.0656	22.24	130.14	7.50	8.36	96.3	3.7	19.63	0.84	0.78	0.70	0.07	2.40
A3265	38.147573	-121.50553	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	27.32	4.06	9.34	1.67	22.48	8.40	23.58	129.22	0.0668	23.63	132.26	7.52	8.47	100.0	2.1	25.54	0.98	0.92	0.91	0.02	2.83
A3038	38.147898	-121.599759	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.81	4.63	6.97	1.88	16.40	8.65	22.12	124.81	0.0658	22.11	130.58	7.46	8.31	95.3	4.9	19.07	0.98	0.74	0.77	0.11	2.62
A3170	38.148114	-121.547486	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.59	3.75	7.95	2.20	16.20	10.29	22.25	124.69	0.0656	22.23	130.28	7.50	8.34	96.0	3.8	19.84	0.82	0.79	0.73	0.05	2.39
A3027	38.148216	-121.586746	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.24	4.15	5.97	1.69	15.87	7.63	22.08	124.52	0.0657	22.08	130.41	7.48	8.26	94.7	4.9	18.71	0.96	0.61	0.89	0.00	2.46
A3263	38.150064	-121.503615	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	26.96	4.04	9.18	1.41	22.14	7.95	23.58	127.11	0.0667	23.60	130.50	7.53	8.49	100.1	2.1	25.38	0.98	0.92	0.91	0.02	2.85
A3166	38.149953	-121.543298	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.18	3.65	7.02	0.78	15.81	7.83	22.22	124.23	0.0654	22.21	129.86	7.50	8.37	96.3	3.7	19.49	0.86	0.78	0.68	0.09	2.41
A3032	38.149708	-121.59202	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.26	4.41	6.05	1.66	15.89	7.66	22.12	124.69	0.0657	22.11	130.49	7.46	8.30	95.1	4.8	18.66	1.00	0.70	0.86	0.00	2.56
A3036	38.150451	-121.597886	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.50	4.63	6.51	1.73	16.12	8.09	22.12	124.73	0.0657	22.11	130.50	7.45	8.39	96.1	4.9	18.85	1.02	0.76	0.79	0.07	2.64
A3025	38.150666	-121.587958	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.17	4.28	5.84	1.64	15.81	7.46	22.10	124.64	0.0657	22.10	130.46	7.48	8.26	94.7	4.8	18.62	0.98	0.64	0.88	0.00	2.50
A3034	38.151517	-121.594753	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.23	4.53	6.05	1.61	15.87	7.63	22.14	124.76	0.0657	22.13	130.51	7.45	8.36	95.8	4.7	18.68	1.01	0.70	0.85	0.00	2.56
A3164	38.152032	-121.540943	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.20	3.65	6.63	0.45	15.84	7.07	22.16	123.90	0.0653	22.15	129.60	7.49	8.38	96.2	4.0	19.53	0.86	0.77	0.69	0.10	2.43
A3023	38.152358	-121.590881	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.14	4.39	5.84	1.63	15.78	7.46	22.14	124.77	0.0658	22.13	130.51	7.47	8.27	94.8	4.7	18.59	0.98	0.65	0.87	0.00	2.50
A3161	38.152209	-121.536053	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.22	3.55	6.43	0.40	15.85	6.77	22.15	123.65	0.0652	22.13	129.39	7.49	8.39	96.3	4.1	19.55	0.85	0.78	0.72	0.08	2.41
A3261	38.152865	-121.503512	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	26.62	4.14	9.05	1.22	21.82	7.62	23.56	125.44	0.0667	23.58	129.29	7.53	8.48	100.0	2.1	25.29	0.99	0.93	0.91	0.02	2.86
A3159	38.154923	-121.535058	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.24	3.07	6.28	0.31	15.87	6.52	22.12	123.37	0.0651	22.11	129.13	7.49	8.40	96.3	4.2	19.53	0.81	0.79	0.75	0.06	2.39
A3021	38.155081	-121.592197	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.16	4.52	5.82	1.52	15.79	7.35	22.15	124.82	0.0658	22.13	130.56	7.45	8.30	95.2	4.9	18.72	0.97	0.62	0.86	0.00	2.45
A3259	38.155666	-121.503481	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	27.47	4.41	9.01	0.89	22.61	7.05	23.49	123.61	0.0665	23.57	130.86	7.51	8.37	98.7	2.2	26.19	1.00	0.94	0.91	0.03	2.89
A3019	38.157461	-121.590731	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.16	4.48	5.78	1.43	15.80	7.25	22.13	124.81	0.0658	22.12	130.60	7.45	8.26	94.8	5.0	18.76	0.97	0.60	0.87	0.00	2.45
A3157	38.15781	-121.535712	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.27	2.62	6.15	0.24	15.90	6.35	22.06	123.04	0.0650	22.05	128.92	7.48	8.44	96.7	4.5	19.33	0.80	0.79	0.77	0.04	2.41
A3257	38.158356	-121.502992	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	28.01	4.49	9.05	0.76	23.12	6.83	23.43	122.94	0.0664	23.57	132.26	7.50	8.36	98.6	2.3	26.69	1.00	0.94	0.91	0.03	2.90
A3016	38.158762	-121.586174	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.14	4.41	5.80	1.40	15.78	7.26	22.12	124.84	0.0658	22.12	130.66	7.44	8.25	94.6	4.9	18.67	1.00	0.61	0.87	0.00	2.50
A3155	38.160482	-121.534014	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.30	2.52	6.11	0.23	15.93	6.30	21.99	122.83	0.0650	21.99	128.86	7.47	8.47	96.9	4.9	19.03	0.83	0.78	0.79	0.05	2.45
A3255	38.160815	-121.501001	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	28.95	4.46	9.28	0.62	23.99	6.58	23.34	122.37	0.0663	23.54	134.18	7.49	8.38	98.7	2.5	27.45	1.00	0.95	0.91	0.04	2.91
A3014	38.161472	-121.584852	Georgiana Slough	North Delta Tidal Transition Zone	8/28/2019	20.14	4.41	5.81	1.26	15.78	7.22	22.12	124.89	0.0658	22.12	130.72	7.43	8.24	94.5	4.9	18.70	1.04	0.60	0.90	0.00	2.57
A3253	38.161988	-121.497667	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	29.72	4.37	9.73	0.48	24.72	6.35	23.22	121.94	0.0661	23.43	137.61	7.48	8.42	99.0	2.5	28.20	1.01	0.95	0.90	0.05	2.92
A3153	38.163071	-121.533213	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.34	2.44	6.03	0.21	15.96	6.21	21.86	122.39	0.0649	21.86	128.71	7.45	8.40	95.8	5.4	18.86	0.88	0.76	0.79	0.06	2.47
A3251	38.163416	-121.494502	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	28.83	4.19	9.72	0.64	23.89	6.61	23.06	121.89	0.0660	23.28	138.62	7.48	8.50	99.6	2.6	27.44	1.00	0.94	0.88	0.06	2.90
A3151	38.16496	-121.531009	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.31	2.42	6.00	0.19	15.93	6.18	21.87	122.31	0.0649	21.87	128.61	7.44	8.28	94.5	5.3	19.26	0.86	0.75	0.81	0.04	2.43
A3149	38.167752	-121.530098	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.33	2.47	5.97	0.16	15.96	6.12	21.83	122.05	0.0648	21.83	128.48	7.43	8.28	94.4	5.9	19.14	0.86	0.76	0.79	0.04	2.42
A3147	38.170099	-121.528198	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.31	2.51	5.92	0.13	15.94	6.05	21.81	121.75	0.0647	21.81	128.17	7.43	8.27	94.3	6.0	19.16	0.84	0.77	0.78	0.04	2.40
A3145	38.171598	-121.525131	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.25	2.58	5.84	0.09	15.88	5.96	21.77	121.34	0.0645	21.78	127.74	7.42	8.33	94.9	5.8	18.92	0.82	0.81	0.79	0.04	2.44
A3143	38.174333	-121.52457	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.21	2.63	5.83	0.11	15.85	5.96	21.77	121.16	0.0644	21.78	127.59	7.42	8.38	95.4	5.8	18.64	0.80	0.83	0.82	0.03	2.46
A3141	38.176938	-121.526261	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.19	2.67	5.84	0.14	15.82	5.99	21.77	121.01	0.0643	21.78	127.46	7.41	8.47	96.4	6.0	18.20	0.80	0.83	0.83	0.02	2.48
A3139	38.17964	-121.526731	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.17	2.79	5.80	0.23	15.80	6.02	21.76	120.70	0.0642	21.77	127.13	7.40	8.63	98.3	6.1	17.32	0.84	0.82	0.84	0.02	2.54
A3137	38.182215	-121.527557	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.19	2.85	5.79	0.28	15.83	6.05	21.75	120.61	0.0641	21.76	127.00	7.40	8.70	99.1	6.1	16.87	0.85	0.83	0.85	0.02	2.56
A3135	38.18414	-121.524709	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.23	2.91	5.79	0.33	15.87	6.10	21.75	120.57	0.0641	21.76	126.84	7.38	8.70	99.1	6.1	16.71	0.82	0.82	0.90	0.01	2.57
A3133	38.186741	-121.525547	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.27	2.98	5.80	0.36	15.90	6.15	21.74	120.52	0.0641	21.76	126.71	7.37	8.67	98.8	6.2	16.67	0.81	0.82	0.94	0.00	2.58
A3131	38.189537	-121.526488	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.31	3.10	5.83	0.41	15.93	6.23	21.73	120.51	0.0641	21.75	126.62	7.34	8.55	97.3	6.7	16.21	0.81	0.84	0.94	0.02	2.62
A3129	38.192043	-121.528358	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.34	3.15	5.85	0.43	15.97	6.27	21.74	120.54	0.0641	21.75	126.65	7.32	8.50	96.7	6.8	15.36	0.85	0.84	0.87	0.09	2.67
A3223	38.194625	-121.478393	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.25	3.89	6.73	0.34	15.88	6.08	22.04	121.11	0.0646	22.81	123.76	7.64	8.87	103.0	2.8	19.94	1.03	0.94	0.64	0.32	2.94
A3127	38.194922	-121.529026	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.39	3.20	5.87	0.45	16.02	6.30	21.74	120.56	0.0641	21.75	126.67	7.30	8.48	96.5	7.0	14.39	0.86	0.86	0.87	0.10	2.70
A3221	38.196812	-121.478077	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.09	3.96	6.67	0.35	15.73	6.10	22.01	121.09	0.0646	22.86	120.40	7.63	8.81	102.5	2.9	19.80	1.04	0.93	0.62	0.33	2.94
A3125	38.196938	-121.526473	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.42	3.27	5.89	0.46	16.04	6.31	21.73	120.58	0.0642	21.74	126.70	7.29	8.48	96.5	7.3	13.51	0.84	0.88	0.88	0.10	2.72
A3219	38.199215	-121.477073	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	19.32	4.07	6.41	0.37	15.02	6.13	21.95	121.05	0.0645	23.11	107.74	7.62	8.71	101.8	3.2	19.15	1.04	0.93	0.60	0.36	2.94
A3123	38.199161	-121.524568	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.53	3.36	5.93	0.47	16.15	6.30	21.74	120.64	0.0642	21.75	126.78	7.28	8.51	96.9	7.3	13.35	0.85	0.94	0.93	0.07	2.77
A3217	38.201341	-121.476395	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	18.79	4.06	6.08	0.38	14.52	6.15	21.94	121.04	0.0645	23.27	99.88	7.62	8.69	101.8	3.2	18.68	1.04	0.93	0.59	0.36	2.94
A3121	38.201474	-121.522319	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.61	3.42	5.95	0.47	16.22	6.29	21.75	120.69	0.0642	21.76	126.82	7.28	8.54	97.2	7.2	14.09	0.82	0.96	0.93	0.06	2.76
A3117	38.202946	-121.515678	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.80	3.56	6.04	0.46	16.40	6.28	21.75	120.78	0.0642	21.76	127.00	7.30	8.48	96.6	7.0	15.01	0.65	1.00	0.99	0.07	2.73
A3119	38.20311	-121.519375	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.71	3.51	5.99	0.46	16.31	6.28	21.75	120.73	0.0642	21.75	126.93	7.29	8.53	97.1	7.5	14.81	0.76	0.97	0.90	0.08	2.74
A3115	38.202709	-121.512273	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.87	3.59	6.08	0.46	16.46	6.28	21.76	120.82	0.0642	21.77	127.02	7.31	8.50	96.8	6.6	15.25	0.67	0.99	0.84	0.23	2.74
A3215	38.203707	-121.478486	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	18.16	4.01	5.51	0.39	13.93	6.16	21.92	121.02	0.0645	23.42	91.21	7.62	8.66	101.8	3.3	18.11	1.04	0.93	0.59	0.37	2.94
A3113	38.204887	-121.509733	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.99	3.68	6.11	0.45	16.57	6.27	21.76	120.88	0.0643	21.79	126.77	7.32	8.54	97.3	6.4	16.00	0.89	0.91	0.31	0.67	2.80
A3213	38.206151	-121.480254	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	17.62	3.92	4.91	0.40	13.42	6.17	21.89	121.00	0.0644	23.54	83.96	7.62	8.63	101.6	3.3	17.63	1.04	0.93	0.59	0.37	2.94
A3211	38.207599	-121.483211	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	17.41	3.89	4.56	0.40	13.23	6.19	21.87	120.97	0.0644	23.62	81.08	7.60	8.63	101.8	3.4	17.44	1.03	0.93	0.61	0.35	2.93
A3111	38.20745	-121.508345	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.07	3.72	6.14	0.45	16.65	6.26	21.76	120.88	0.0643	21.77	126.93	7.33	8.57	97.6	6.8	16.05	1.01	0.92	0.27	0.70	2.92
A3209	38.208189	-121.486738	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	17.69	3.82	4.52	0.41	13.49	6.20	21.85	120.95	0.0644	23.62	83.51	7.58	8.66	102.2	3.5	17.65	1.03	0.92	0.64	0.33	2.92
A3109	38.209951	-121.507013	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.11	3.77	6.18	0.45	16.68	6.26	21.77	120.91	0.0643	21.84	126.23	7.35	8.61	98.2	6.5	16.38	1.00	0.95	0.47	0.47	2.91
A3205	38.210273	-121.492821	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	18.96	3.95	5.46	0.43	14.67	6.23	21.82	120.91	0.0643	23.52	96.44	7.54	8.71	102.5	3.8	18.70	1.00	0.93	0.75	0.23	2.90
A3107	38.211893	-121.504459	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.07	3.81	6.26	0.45	16.64	6.26	21.78	120.92	0.0643	22.05	124.40	7.38	8.70	99.7	5.9	16.70	0.96	0.97	0.83	0.12	2.88
A3203	38.212718	-121.494603	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	19.58	3.96	6.03	0.44	15.25	6.24	21.81	120.89	0.0643	23.46	103.52	7.54	8.77	103.1	3.8	19.23	0.98	0.93	0.85	0.14	2.89
A3105	38.214694	-121.504958	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.12	3.78	6.33	0.45	16.69	6.26	21.78	120.92	0.0643	22.08	124.56	7.39	8.77	100.5	5.7	16.60	0.95	0.96	0.94	0.03	2.88
A3201	38.215012	-121.496718	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.06	3.90	6.42	0.44	15.70	6.24	21.80	120.88	0.0643	23.37	109.80	7.55	8.87	104.2	3.8	19.62	0.96	0.94	0.95	0.04	2.87
A3103	38.217407	-121.506208	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.31	3.67	6.36	0.45	16.87	6.26	21.80	120.89	0.0642	21.92	126.49	7.36	8.78	100.3	5.8	15.83	1.01	0.96	0.91	0.04	2.93
A3199	38.21754	-121.498721	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.44	3.67	6.71	0.45	16.06	6.25	21.81	120.86	0.0642	23.20	116.90	7.57	9.08	106.3	3.8	19.79	0.97	0.93	1.03	0.00	2.87
A3197	38.220013	-121.497885	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.45	3.57	6.75	0.45	16.07	6.25	21.82	120.83	0.0642	23.14	118.90	7.58	9.12	106.7	3.8	19.89	0.99	0.93	1.02	0.00	2.89
A3101	38.220229	-121.507089	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.31	3.62	6.41	0.45	16.87	6.26	21.82	120.81	0.0642	21.98	126.32	7.38	8.73	99.9	5.7	16.32	1.03	0.97	0.94	0.01	2.95
A3195	38.221177	-121.494692	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	19.81	3.39	6.50	0.45	15.47	6.25	21.83	120.81	0.0642	23.04	117.88	7.62	9.14	106.6	3.8	19.61	1.02	0.93	0.94	0.03	2.92
A3099	38.22303	-121.507236	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	21.00	3.53	6.35	0.45	16.59	6.26	21.87	120.75	0.0641	22.13	125.25	7.43	8.44	96.8	5.7	18.20	1.04	0.95	0.96	0.00	2.95
A3193	38.223325	-121.492216	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	19.07	3.21	6.11	0.45	14.78	6.25	21.84	120.80	0.0642	22.81	116.51	7.63	9.02	104.7	4.1	18.85	1.03	0.94	0.91	0.05	2.93
A3097	38.224894	-121.504169	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	20.73	3.50	6.38	0.45	16.33	6.26	21.86	120.76	0.0641	22.34	123.65	7.48	8.60	99.1	5.3	18.62	1.03	0.94	0.99	0.00	2.93
A3083	38.226094	-121.508561	Snodgrass Slough	Mokelumne Tidal Transition Zone	8/28/2019	20.72	3.52	6.17	0.45	16.32	6.26	21.88	120.76	0.0641	22.05	124.70	7.45	8.21	94.0	5.9	18.82	1.04	0.93	0.94	0.01	2.95
A3191	38.22611	-121.491518	South Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	18.33	3.03	5.69	0.45	14.09	6.25	21.85	120.79	0.0641	22.60	114.47	7.63	8.84	102.2	4.5	18.08	1.04	0.94	0.89	0.07	2.94
A3095	38.226384	-121.501507	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	19.55	3.38	6.07	0.45	15.23	6.26	21.86	120.78	0.0641	22.59	119.01	7.59	8.85	102.4	4.7	19.00	1.03	0.93	0.99	0.00	2.93
A3093	38.2277	-121.498435	North Mokelumne River	Mokelumne Tidal Transition Zone	8/28/2019	18.59	3.28	5.62	0.45	14.34	6.26	21.87	120.78	0.0641	22.49	115.83	7.62	8.89	102.7	4.8	18.22	1.03	0.93	0.97	0.00	2.94
A3081	38.228294	-121.511115	Snodgrass Slough	Mokelumne Tidal Transition Zone	8/28/2019	20.23	3.58	5.99	0.45	15.87	6.26	21.89	120.83	0.0641	22.04	123.64	7.47	8.15	93.3	5.9	19.03	1.04	0.92	0.94	0.01	2.94
A3079	38.230287	-121.509034	Snodgrass Slough	Mokelumne Tidal Transition Zone	8/28/2019	18.95	3.45	5.66	0.70	14.67	6.68	21.93	121.14	0.0642	22.13	118.28	7.55	8.31	95.3	5.7	18.59	1.02	0.90	0.96	0.00	2.90
A3088	38.231299	-121.495115	Deah Horse Cut	Mokelumne Tidal Transition Zone	8/28/2019	17.44	3.07	5.03	0.45	13.26	6.26	21.87	120.77	0.0641	22.31	111.73	7.65	8.88	102.2	4.9	16.96	1.05	0.93	0.92	0.04	2.95
A3077	38.232215	-121.506362	Snodgrass Slough	Mokelumne Tidal Transition Zone	8/28/2019	17.98	3.37	5.35	0.45	13.76	6.26	21.90	120.85	0.0641	22.14	114.61	7.58	8.49	97.4	5.7	17.66	1.03	0.90	0.98	0.00	2.93
