Timestamp (PST) DS	Station Abbrev. DS	"NWIS Station Latitude (Decimal Degrees, NAD83)"	"NWIS Station Longitude (Decimal Degrees, NAD83)"	Division DS	Genus DS	Species DS	Tally DS	Density (cells/L) DS	Biovolume (um3/L) DS	Notes DS
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Skeletonema	Skeletonema sp.	6	51	3628.65	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Aulacoseira	Aulacoseira sp.	1	9	13551.45	
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Cryptophyta	Plagioselmis	Plagioselmis nannoplanctica	1	9	4607.49	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Epithemia	Epithemia sorex	1	7	3995.90	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Aulacoseira	Aulacoseira granulata	5	36	32803.58	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Achnanthidium	Achnanthidium sp.	3	26	967.64	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Cyanobacteria	Merismopedia	Merismopedia sp.	4	34	199.59	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Chlorophyta	Chlamydomonas	Chlamydomonas sp.	1	7	5982.61	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Chlorophyta	Drepanochloris	Drepanochloris nannoselene	1	9	101.41	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Chlorophyta	Chlorella	cf. Chlorella sp.	232	2068	29230.81	
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Cryptophyta	Plagioselmis	Plagioselmis nannoplanctica	2	18	9034.30	
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Karayevia	Karayevia sp.	1	9	4300.63	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Pseudostaurosira	Pseudostaurosira brevistriata	1	9	524.14	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Gomphonema	Gomphonema sp.	2	17	725.73	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Cymbella	Cymbella affinis	1	9	4564.04	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Cocconeis	Cocconeis sp.	4	36	14783.40	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia inconspicua	3	26	616.02	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Gomphonema	Gomphonema sp.	1	9	285.86	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Chlorophyta	Coelastrum	Coelastrum sp.	8	68	967.64	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Chlorophyta	Kirchneriella	Kirchneriella sp.	2	17	35.84	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Cyanobacteria	Cylindrospermopsis	cf. Cylindrospermopsis sp.	14	120	1881.52	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Caloneis	cf. Caloneis sp.	1	9	5543.78	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Fragilaria	Fragilaria sp.	1	7	1899.76	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Melosira	Melosira sp.	1	7	96271.38	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	6	51	5080.11	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Chlorophyta	Crucigenia	Crucigenia sp.	4	34	684.47	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Chlorophyta	Monoraphidium	Monoraphidium sp.	3	27	265.99	
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	3	27	923.96	
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Rhoicosphenia	Rhoicosphenia abbreviata	1	9	6854.12	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Epithemia	Epithemia sp.	1	7	3196.49	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	7	60	5503.46	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Cocconeis	Cocconeis pediculus	1	9	16933.71	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Encyonema	Encyonema silesiacum	1	9	3208.85	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Pseudostaurosira	Pseudostaurosira sp.	2	17	1693.37	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Chlorophyta	Monoraphidium	Monoraphidium sp.	1	9	94.08	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Gomphonema	Gomphonema sp.	1	7	4754.03	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Cyclotella	cf. Cyclotella sp.	3	26	2177.19	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Thalassiosira	cf. Thalassiosira spp.	18	154	9071.63	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Planothidium	Planothidium sp.	1	9	1411.14	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Melosira	Melosira sp.	1	12	65226.83	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Cryptophyta	Plagioselmis	Plagioselmis sp.	2	17	5823.76	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Cryptophyta	Cryptomonas	Cryptomonas sp.	1	14	2956.68	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Reimeria	Reimeria sinuata	4	34	3144.83	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Cyclotella	Cyclotella spp.	4	34	1343.95	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Cyanobacteria	Planktolyngbya	Planktolyngbya sp.	20	8	12.57	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Cocconeis	Cocconeis sp.	7	100	15522.57	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Chlorophyta	Chlorella	cf. Chlorella sp.	1	14	201.59	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Fragilaria	Fragilaria mazamaensis	1	12	2709.86	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Achnanthidium	Achnanthidium sp.	1	14	671.97	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Cryptophyta	Plagioselmis	Plagioselmis prolonga	1	14	2628.16	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Nitzschia	Nitzschia spp.	13	185	7785.81	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Staurosira	Staurosira sp.	1	9	1108.76	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Thalassiosira	Thalassiosira spp.	4	57	8601.25	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Fragilaria	Fragilaria sp.	2	17	3628.65	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Chlorophyta	Monoraphidium	Monoraphidium sp.	1	9	197.11	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Pseudostaurosira	Pseudostaurosira brevistriata	9	65	5083.13	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Staurosira	Staurosira construens	10	73	5647.92	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Cocconeis	Cocconeis sp.	3	26	7741.13	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Fragilaria	Fragilaria tenera	1	9	1693.37	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Nitzschia	Nitzschia cf. linearis	2	17	38193.22	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Pseudostaurosira	Pseudostaurosira sp.	2	29	3494.26	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Nitzschia	Nitzschia inconspicua	3	26	770.02	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Ulnaria	Ulnaria sp.	1	9	26878.91	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Cyclotella	Cyclotella meneghiniana	1	9	7902.40	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	6	51	5805.84	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Encyonema	Encyonema sp.	1	14	2168.26	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Cyanobacteria	Cylindrospermopsis	cf. Cylindrospermopsis sp.	11	133	1255.09	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Navicula	Navicula spp.	3	26	6047.75	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Cymbella	Cymbella affinis	1	9	3080.50	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Nitzschia	Nitzschia inconspicua	3	43	513.35	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Thalassiosira	cf. Thalassiosira sp.	7	60	2351.90	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Ochrophyta	Pseudokephyrion	Pseudokephyrion sp.	3	26	725.73	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Chlorophyta	Tetrastrum	Tetrastrum glabrum	8	68	967.64	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Aulacoseira	Aulacoseira granulata	4	48	10953.54	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Encyonema	Encyonema silesiacum	1	14	9936.71	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Bacillaria	Bacillaria paxillifera	2	29	22074.04	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Euglenophyta	Trachelomonas	Trachelomonas sp.	1	9	18438.93	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Navicula	Navicula tripunctata	1	14	24639.00	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Thalassiosira	cf. Thalassiosira spp.	6	86	1209.55	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Actinocyclus	Actinocyclus sp.	1	9	16261.74	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Staurosirella	cf. Staurosirella pinnata	5	43	4199.83	Girdle view. Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Gomphonema	Gomphonema spp.	3	26	5543.78	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Ulnaria	Ulnaria sp.	1	14	302566.92	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Rhoicosphenia	Rhoicosphenia sp.	1	14	922.40	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	3	43	2217.51	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Nitzschia	Nitzschia spp.	12	103	6468.21	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Chlorophyta	Monoraphidium	Monoraphidium tortile	2	17	1648.57	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Chlorophyta	Monoraphidium	Monoraphidium sp.	2	29	328.52	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Cyclotella	Cyclotella sp.	1	14	7167.71	Cannot meet tally in 50 fields.
9/12/2019 13:40	WGA	38.25769218	-121.5182865	Bacillariophyta	Staurosira	Staurosira venter	1	14	1343.95	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Rhoicosphenia	Rhoicosphenia abbreviata	1	9	8338.33	Cannot meet tally in 50 fields.
9/10/2019 11:25	WGA	38.25769218	-121.5182865	Bacillariophyta	Encyonema	Encyonema sp.	1	9	188.25	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Aulacoseira	Aulacoseira sp.	8	68	29566.80	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Cocconeis	Cocconeis sp.	4	34	37630.47	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Cymbella	Cymbella cf. cistula	1	7	12209.53	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Cryptophyta	Plagioselmis	Plagioselmis prolonga	4	34	2902.92	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Gomphonema	Gomphonema spp.	3	26	4263.90	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Chlorophyta	Scenedesmus	Scenedesmus spp.	9	77	2177.19	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Ochrophyta	Chrysococcus	Chrysococcus sp.	1	9	1290.19	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Surirella	Surirella sp.	1	7	4563.98	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Chlorophyta	Monoraphidium	Monoraphidium sp.	1	9	174.18	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Planothidium	Planothidium spp.	3	26	3931.04	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Chlorophyta	Monoraphidium	Monoraphidium sp.	2	17	573.42	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Nitzschia	Nitzschia inconspicua	3	26	192.51	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Reimeria	Reimeria sinuata	1	9	725.73	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Amphora	Amphora sp.	2	17	205.36	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Cocconeis	Cocconeis sp.	4	34	4193.11	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Navicula	Navicula spp.	2	17	5711.77	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Cymbella	Cymbella sp.	1	9	2852.31	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Encyonema	Encyonema spp.	4	34	3765.10	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Pseudostaurosira	Pseudostaurosira sp.	1	9	1257.93	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Cyanobacteria	Limnothrix	cf. Limnothrix sp.	57	23	53.72	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Achnanthidium	Achnanthidium spp.	2	17	698.85	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Nitzschia	Nitzschia spp.	8	68	2327.19	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Nitzschia	Nitzschia inconspicua	1	9	188.23	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Chlorophyta	Chlamydomonas	Chlamydomonas sp.	2	17	6307.58	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Cyclotella	Cyclotella meneghiniana	1	9	8130.87	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Achnanthidium	Achnanthidium sp.	1	9	443.50	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Cocconeis	Cocconeis sp.	1	9	7196.83	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Cyclotella	Cyclotella sp.	14	120	10160.23	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Surirella	Surirella sp.	1	9	1935.28	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Thalassiosira	cf. Thalassiosira spp.	17	145	3655.53	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Staurosira	Staurosira venter	3	26	2519.90	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Cymbella	Cymbella affinis	1	9	6132.92	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Staurosira	Staurosira venter	2	17	2015.92	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Chlorophyta	Drepanochloris	Drepanochloris nannoselene	1	9	27.52	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Cryptophyta	Plagioselmis	Plagioselmis prolonga	3	26	5590.81	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Rhoicosphenia	Rhoicosphenia sp.	1	9	604.78	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Ulnaria	Ulnaria sp.	1	7	41486.55	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Amphora	Amphora sp.	2	17	228.17	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Pseudostaurosira	Pseudostaurosira brevistriata	15	128	26206.94	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Thalassiosira	cf. Thalassiosira spp.	21	180	15240.34	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Diatoma	Diatoma sp.	1	9	1713.53	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Nitzschia	Nitzschia spp.	13	111	25526.32	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Nitzschia	Nitzschia inconspicua	6	51	924.03	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Diatoma	Diatoma vulgaris	1	7	15945.39	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Fragilaria	Fragilaria sp.	2	17	5201.07	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	5	43	4233.43	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Sellaphora	Sellaphora sp.	1	7	11985.27	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Cyanobacteria	Jaaginema	cf. Jaaginema sp.	62	450	2829.67	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Pseudostaurosira	Pseudostaurosira brevistriata	16	137	5160.75	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Cymbella	Cymbella sp.	1	9	2510.04	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Ochrophyta	Pseudokephyrion	Pseudokephyrion sp.	1	9	559.98	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Skeletonema	Skeletonema sp.	7	60	3386.74	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	10	86	7660.49	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Gomphonema	Gomphonema parvulum	2	17	5685.20	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Rhoicosphenia	Rhoicosphenia abbreviata	2	17	2260.10	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Cryptophyta	Cryptomonas	Cryptomonas sp.	1	9	4013.92	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Fragilaria	Fragilaria mazamaensis	1	7	2481.66	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Tryblionella	Tryblionella debilis	1	9	8130.87	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Gomphonema	Gomphonema spp.	5	43	3579.44	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Chlorophyta	Chlamydomonas	cf. Chlamydomonas sp.	1	9	120.96	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Navicula	Navicula sp.	1	9	1713.53	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	6	51	5080.11	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Rhoicosphenia	Rhoicosphenia abbreviata	1	9	2687.89	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Chlorophyta	Monoraphidium	Monoraphidium tortile	1	9	573.42	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Thalassiosira	Thalassiosira spp.	3	26	2963.40	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Encyonema	Encyonema silesiacum	1	9	2053.55	Cannot meet tally in 50 fields.
9/10/2019 12:40	TIB	38.15878056	-121.5862889	Bacillariophyta	Planothidium	Planothidium spp.	3	26	4838.20	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Bacillariophyta	Ulnaria	Ulnaria sp.	2	17	74588.97	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Fragilaria	Fragilaria crotonensis	3	22	13400.98	Cannot meet tally in 50 fields.
9/11/2019 14:35	TIB	38.15878056	-121.5862889	Chlorophyta	Chlorella	cf. Chlorella sp.	36	308	1290.19	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Nitzschia	Nitzschia spp.	22	188	11858.38	Cannot meet tally in 50 fields.
9/12/2019 12:50	TIB	38.15878056	-121.5862889	Bacillariophyta	Encyonema	Encyonema sp.	3	26	7187.83	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Bacillariophyta	Reimeria	Reimeria sinuata	4	34	2661.01	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Bacillariophyta	Pseudostaurosira	Pseudostaurosira brevistriata	7	60	7337.94	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Chlorophyta	Oocystis	Oocystis sp.	4	29	684.60	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Bacillariophyta	Diatoma	Diatoma sp.	1	9	2177.19	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Bacillariophyta	Cocconeis	Cocconeis sp.	2	17	3386.74	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Bacillariophyta	Staurosira	Staurosira venter	1	9	1343.95	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Bacillariophyta	Achnanthidium	Achnanthidium exiguum	1	9	1310.35	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Bacillariophyta	Gomphonema	Gomphonema sp.	4	34	2008.42	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Bacillariophyta	Psammothidium	Psammothidium sp.	1	9	1108.76	Cannot meet tally in 50 fields.
9/10/2019 10:45	HOOD	38.36796663	-121.5213432	Cryptophyta	Cryptomonas	Cryptomonas sp.	2	17	12615.17	Cannot meet tally in 50 fields.
