CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A5804	37.863400	-121.549312	South Delta tidal transition zone	Victoria Canal	7/1/2021	10.39	0.90	27.25	612.82	7.47	6.42	81.06	5.31	6.11	64.91	9.77	67.57	27.29	658.85	0.31	7.50	6.14	2.28	15.92	47.23	37.83	14.28	11.30	4.68	3.67
A5806	37.864776	-121.546086	South Delta tidal transition zone	Victoria Canal	7/1/2021	5.99	0.89	27.15	607.16	7.47	6.38	80.37	5.23	5.52	61.83	8.90	63.52	27.19	650.75	0.30	7.10	6.17	1.89	15.16	47.29	34.29	12.38	6.90	4.49	3.64
A4605	37.865354	-121.573276	South Delta tidal transition zone	Old River	7/1/2021	12.98	1.59	27.12	657.56	7.47	6.65	83.80	4.84	6.01	68.82	9.85	70.83	27.15	704.54	0.33	6.70	8.09	2.42	17.15	39.05	47.25	14.14	13.83	4.92	3.95
A5808	37.866092	-121.542831	South Delta tidal transition zone	Victoria Canal	7/1/2021	5.04	0.88	27.11	605.82	7.48	6.40	80.54	5.24	5.21	60.73	8.43	62.23	27.13	647.93	0.30	6.86	6.19	1.68	14.72	46.77	33.73	11.38	5.93	4.42	3.62
A4603	37.867405	-121.575200	South Delta tidal transition zone	Old River	7/1/2021	12.51	1.56	27.07	663.51	7.47	6.59	83.02	4.88	5.75	69.30	9.45	71.41	27.10	710.44	0.33	6.45	8.50	2.14	17.03	37.85	49.98	12.60	13.56	4.94	3.97
A5810	37.867515	-121.539636	South Delta tidal transition zone	Victoria Canal	7/1/2021	5.01	0.93	27.11	604.11	7.49	6.49	81.69	5.19	5.10	60.17	8.20	61.57	27.12	645.90	0.30	6.69	6.15	1.63	14.46	47.66	36.61	11.25	6.00	4.39	3.59
A5812	37.868891	-121.536408	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.86	0.95	27.10	603.76	7.49	6.55	82.46	5.19	5.06	59.82	8.12	61.14	27.12	645.31	0.30	6.64	6.16	1.61	14.40	46.98	43.07	11.18	5.85	4.37	3.56
A4601	37.869215	-121.578098	South Delta tidal transition zone	Old River	7/1/2021	11.70	1.53	27.02	668.80	7.46	6.53	82.29	4.93	5.57	69.50	9.15	71.69	27.05	714.94	0.33	6.44	8.77	1.93	17.08	37.66	51.34	11.28	13.29	4.96	3.98
A5814	37.870289	-121.533200	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.96	0.96	27.05	602.82	7.50	6.66	83.76	5.21	4.99	59.61	7.99	61.01	27.08	643.67	0.30	6.51	6.24	1.58	14.34	46.43	44.20	11.05	5.91	4.36	3.52
A4599	37.871378	-121.579592	South Delta tidal transition zone	Old River	7/1/2021	10.94	1.50	26.97	671.82	7.46	6.50	81.81	5.01	5.54	69.41	9.13	71.65	27.00	716.64	0.34	6.55	9.00	1.86	17.38	37.69	51.82	9.13	13.05	4.96	3.98
A5816	37.871639	-121.529975	South Delta tidal transition zone	Victoria Canal	7/1/2021	5.02	0.97	27.03	601.80	7.52	6.74	84.79	5.18	4.84	59.59	7.79	61.03	27.05	642.18	0.30	6.32	6.28	1.52	14.14	42.93	45.00	10.78	6.05	4.35	3.49
A5818	37.873011	-121.526753	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.83	0.95	27.03	601.36	7.53	6.81	85.59	5.11	4.72	59.44	7.66	60.78	27.05	641.63	0.30	6.19	6.33	1.49	14.01	38.96	45.34	10.65	5.77	4.34	3.46
A4597	37.874168	-121.578828	South Delta tidal transition zone	Old River	7/1/2021	10.71	1.35	26.89	672.71	7.47	6.48	81.36	5.28	5.43	69.25	8.94	71.60	26.92	716.15	0.34	6.24	9.77	1.76	17.78	35.10	54.97	7.82	12.47	4.95	3.95
A5820	37.874396	-121.523529	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.57	0.92	27.00	600.10	7.53	6.84	85.95	4.94	4.69	59.07	7.65	60.20	27.03	640.29	0.30	6.17	6.45	1.51	14.12	45.25	45.69	10.67	5.61	4.32	3.41
A5822	37.875728	-121.520287	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.47	0.87	26.94	598.86	7.53	6.83	85.78	4.86	4.74	58.84	7.68	59.93	26.98	639.21	0.30	6.24	6.56	1.51	14.30	44.05	45.87	10.59	5.46	4.30	3.38
A4595	37.876867	-121.577513	South Delta tidal transition zone	Old River	7/1/2021	10.75	1.24	26.86	672.16	7.47	6.48	81.33	5.39	5.32	69.17	8.74	71.54	26.89	715.29	0.33	5.98	10.11	1.70	17.82	33.62	56.73	7.99	12.08	4.94	3.93
A5824	37.877081	-121.517048	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.50	0.78	26.87	597.47	7.53	6.81	85.43	4.79	4.84	58.67	7.77	59.74	26.90	637.61	0.30	6.28	6.72	1.55	14.52	45.00	46.26	10.67	5.37	4.29	3.34
A5826	37.878456	-121.513815	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.42	0.68	26.78	596.32	7.53	6.78	84.91	4.83	4.91	58.49	7.80	59.58	26.81	635.66	0.30	6.29	6.91	1.56	14.72	43.30	46.94	10.57	5.16	4.28	3.30
A4593	37.879547	-121.576137	South Delta tidal transition zone	Old River	7/1/2021	10.60	1.16	26.84	671.60	7.47	6.49	81.37	5.46	5.28	69.00	8.63	71.29	26.87	714.53	0.33	5.90	10.34	1.69	17.96	32.91	57.62	8.99	11.71	4.93	3.90
A5828	37.879879	-121.510557	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.39	0.66	26.72	595.59	7.53	6.76	84.57	4.92	4.85	58.36	7.70	59.51	26.75	634.21	0.30	6.24	6.98	1.51	14.71	42.50	47.44	10.28	5.07	4.28	3.28
A5830	37.881667	-121.508066	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.33	0.69	26.66	594.66	7.53	6.77	84.60	4.94	4.71	58.13	7.51	59.30	26.69	632.68	0.30	6.17	7.04	1.42	14.62	42.34	48.15	9.70	5.05	4.26	3.25
A4591	37.882096	-121.574404	South Delta tidal transition zone	Old River	7/1/2021	10.25	1.14	26.84	672.06	7.48	6.50	81.55	5.46	5.33	68.69	8.66	70.81	26.88	714.78	0.33	5.97	10.79	1.73	18.52	32.27	58.30	9.36	11.39	4.91	3.86
A5833	37.883025	-121.503059	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.26	0.72	26.62	593.47	7.53	6.82	85.10	4.89	4.50	57.72	7.29	58.95	26.65	630.95	0.30	5.98	7.18	1.30	14.45	41.41	49.66	8.97	4.99	4.24	3.23
A5835	37.884384	-121.499833	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.04	0.74	26.60	592.33	7.53	6.84	85.37	4.79	4.37	57.24	7.15	58.57	26.63	629.41	0.30	5.85	7.27	1.27	14.38	40.57	50.59	8.81	4.79	4.21	3.23
A4589	37.884750	-121.574794	South Delta tidal transition zone	Old River	7/1/2021	10.06	1.16	26.86	671.92	7.49	6.54	81.96	5.46	5.37	68.44	8.70	70.46	26.90	714.83	0.33	6.03	11.01	1.76	18.81	32.07	58.52	9.38	11.22	4.89	3.84
A5837	37.885754	-121.496613	South Delta tidal transition zone	Victoria Canal	7/1/2021	3.95	0.69	26.56	591.62	7.52	6.83	85.12	4.74	4.35	56.95	7.12	58.38	26.59	628.21	0.30	5.82	7.28	1.29	14.38	40.75	50.65	8.97	4.64	4.19	3.25
A5839	37.887126	-121.493371	South Delta tidal transition zone	Victoria Canal	7/1/2021	3.82	0.68	26.49	590.97	7.52	6.80	84.60	4.84	4.30	56.54	7.10	58.21	26.53	626.81	0.30	5.77	7.31	1.25	14.30	40.32	51.12	8.77	4.51	4.16	3.26
A4587	37.887399	-121.575849	South Delta tidal transition zone	Old River	7/1/2021	9.82	1.17	26.88	671.53	7.50	6.59	82.69	5.49	5.38	68.08	8.75	70.04	26.93	714.71	0.33	6.08	11.23	1.80	19.12	31.79	58.76	9.45	10.98	4.87	3.82
A5841	37.888586	-121.490017	South Delta tidal transition zone	Victoria Canal	7/1/2021	3.83	0.79	26.36	590.59	7.50	6.76	83.95	5.16	4.28	55.90	7.09	58.44	26.39	624.60	0.29	5.57	7.37	1.18	14.11	39.59	52.21	8.38	4.63	4.13	3.28
A4585	37.889597	-121.574285	South Delta tidal transition zone	Old River	7/1/2021	9.55	1.15	26.89	670.96	7.51	6.66	83.57	5.55	5.39	67.66	8.78	69.60	26.94	714.45	0.33	6.08	11.50	1.84	19.39	31.35	59.27	9.47	10.69	4.85	3.79
A4583	37.890599	-121.570840	South Delta tidal transition zone	Old River	7/1/2021	9.07	1.12	26.89	671.98	7.55	6.81	85.49	5.67	5.32	66.93	8.67	68.71	26.93	715.66	0.34	5.75	11.33	1.98	19.04	30.18	59.50	10.42	10.19	4.80	3.75
A5133	37.891661	-121.488681	South Delta tidal transition zone	Middle River	7/1/2021	3.87	0.76	26.31	590.42	7.50	6.75	83.82	5.33	4.28	55.60	7.06	58.63	26.33	623.71	0.29	5.46	7.38	1.16	14.00	39.10	52.67	8.31	4.63	4.11	3.31
A4581	37.892132	-121.567867	South Delta tidal transition zone	Old River	7/1/2021	8.57	1.12	26.86	672.65	7.57	6.94	87.07	5.86	5.25	66.29	8.59	68.01	26.88	715.47	0.34	5.32	11.36	2.08	18.77	28.47	60.38	11.14	9.69	4.76	3.71
A5131	37.893016	-121.491514	South Delta tidal transition zone	Middle River	7/1/2021	3.93	0.66	26.30	590.05	7.50	6.75	83.80	5.41	4.38	55.71	7.18	58.72	26.31	623.06	0.29	5.44	7.41	1.29	14.15	37.88	52.43	9.09	4.55	4.11	3.34
A4579	37.894918	-121.566818	South Delta tidal transition zone	Old River	7/1/2021	8.45	1.10	26.84	672.63	7.58	7.00	87.80	6.03	5.25	65.98	8.61	67.75	26.87	715.11	0.34	5.30	12.14	2.06	19.52	27.28	62.05	10.62	9.55	4.74	3.69
A5129	37.895650	-121.493024	South Delta tidal transition zone	Middle River	7/1/2021	4.02	0.61	26.30	589.46	7.50	6.74	83.69	5.35	4.47	56.16	7.30	58.82	26.30	622.43	0.29	5.48	7.44	1.40	14.33	32.34	51.96	9.70	4.50	4.14	3.35
A4577	37.897653	-121.566209	South Delta tidal transition zone	Old River	7/1/2021	8.04	1.06	26.81	671.24	7.58	7.07	88.65	6.20	5.20	65.23	8.56	67.09	26.84	713.06	0.34	5.20	12.82	2.01	20.05	26.09	63.74	10.09	9.10	4.70	3.66
A5127	37.897844	-121.494958	South Delta tidal transition zone	Middle River	7/1/2021	4.05	0.63	26.28	588.14	7.50	6.69	83.04	5.04	4.39	56.92	7.22	58.79	26.29	621.03	0.29	5.57	7.42	1.31	14.29	28.13	51.94	9.12	4.46	4.19	3.38
A5125	37.900185	-121.496872	South Delta tidal transition zone	Middle River	7/1/2021	3.94	0.68	26.27	587.37	7.50	6.66	82.57	4.77	4.23	56.87	7.02	58.52	26.28	620.08	0.29	5.53	7.38	1.16	14.06	32.97	52.47	8.24	4.45	4.19	3.38
A4575	37.900243	-121.567687	South Delta tidal transition zone	Old River	7/1/2021	7.71	0.99	26.78	669.12	7.60	7.15	89.47	6.38	5.14	64.11	8.45	65.94	26.82	710.15	0.33	5.24	13.80	1.91	20.95	25.01	65.83	9.15	8.75	4.63	3.62
A4573	37.901939	-121.570618	South Delta tidal transition zone	Old River	7/1/2021	7.36	0.91	26.75	666.36	7.61	7.17	89.69	6.44	5.13	63.17	8.45	64.88	26.79	706.45	0.33	5.28	13.92	1.95	21.11	24.97	65.90	9.21	8.33	4.57	3.60
A5122	37.903208	-121.500424	South Delta tidal transition zone	Middle River	7/1/2021	3.77	0.74	26.24	586.30	7.49	6.62	82.05	4.47	4.12	56.36	6.87	57.88	26.24	618.53	0.29	5.47	7.40	1.09	13.95	39.15	53.05	7.82	4.43	4.15	3.37
A5123	37.903108	-121.496981	South Delta tidal transition zone	Middle River	7/1/2021	3.82	0.70	26.25	586.80	7.50	6.64	82.26	4.66	4.17	56.59	6.92	58.24	26.26	619.26	0.29	5.48	7.39	1.10	13.95	36.19	52.97	7.88	4.41	4.17	3.39
A4571	37.904022	-121.572600	South Delta tidal transition zone	Old River	7/1/2021	6.86	0.86	26.72	663.46	7.62	7.23	90.36	6.45	5.13	62.14	8.48	63.78	26.76	702.78	0.33	5.33	13.93	1.99	21.21	25.13	65.67	9.38	7.73	4.51	3.57
A5121	37.905234	-121.499150	South Delta tidal transition zone	Middle River	7/1/2021	3.68	0.73	26.23	585.98	7.49	6.60	81.82	4.48	4.12	56.22	6.87	57.75	26.24	618.15	0.29	5.43	7.41	1.08	13.91	38.94	53.29	7.77	4.36	4.15	3.39
A4569	37.906060	-121.570436	South Delta tidal transition zone	Old River	7/1/2021	6.16	0.73	26.69	660.07	7.63	7.31	91.33	6.53	5.10	60.65	8.40	62.30	26.73	699.01	0.33	5.28	14.13	1.93	21.27	24.77	66.43	9.04	7.04	4.42	3.54
A5114	37.906766	-121.507883	South Delta tidal transition zone	Middle River	7/1/2021	3.58	0.71	26.18	584.57	7.50	6.65	82.30	4.33	4.05	55.39	6.77	57.16	26.18	615.85	0.29	5.38	7.50	1.06	13.93	38.53	53.81	7.57	4.30	4.09	3.34
A5116	37.907009	-121.506657	South Delta tidal transition zone	Middle River	7/1/2021	3.58	0.71	26.18	584.57	7.50	6.65	82.30	4.33	4.05	55.39	6.77	57.16	26.18	615.85	0.29	5.38	7.50	1.06	13.93	38.53	53.81	7.57	4.30	4.09	3.34
A5119	37.907276	-121.501860	South Delta tidal transition zone	Middle River	7/1/2021	3.59	0.73	26.20	585.21	7.49	6.58	81.53	4.42	4.09	55.82	6.85	57.37	26.21	616.99	0.29	5.40	7.45	1.05	13.89	39.00	53.61	7.59	4.30	4.12	3.38
A4567	37.907616	-121.567373	South Delta tidal transition zone	Old River	7/1/2021	6.05	0.73	26.70	659.55	7.64	7.29	91.19	6.50	5.03	60.26	8.26	61.94	26.74	699.04	0.33	5.27	14.31	1.84	21.39	24.60	66.86	8.59	7.08	4.39	3.53
A4565	37.909180	-121.564307	South Delta tidal transition zone	Old River	7/1/2021	5.59	0.70	26.69	656.89	7.65	7.31	91.33	6.39	5.01	59.10	8.22	60.75	26.73	696.20	0.33	5.36	14.46	1.81	21.63	24.79	66.81	8.39	6.52	4.32	3.50
A5111	37.909120	-121.514094	South Delta tidal transition zone	Middle River	7/1/2021	3.63	0.68	26.16	583.27	7.50	6.78	83.89	4.35	4.01	54.59	6.72	56.89	26.18	614.53	0.29	5.32	7.58	1.06	13.95	38.12	54.35	7.60	4.23	4.04	3.30
A4563	37.911430	-121.562589	South Delta tidal transition zone	Old River	7/1/2021	5.28	0.67	26.69	655.66	7.67	7.34	91.75	6.38	5.03	58.41	8.27	60.01	26.75	695.04	0.33	5.44	14.62	1.83	21.89	24.92	66.70	8.38	5.95	4.28	3.46
A5109	37.912141	-121.516536	South Delta tidal transition zone	Middle River	7/1/2021	3.61	0.64	26.13	582.10	7.52	6.93	85.72	4.63	3.99	53.80	6.71	56.71	26.14	612.73	0.29	5.26	7.59	1.03	13.89	37.85	54.67	7.44	4.21	4.00	3.27
A5107	37.914193	-121.514422	South Delta tidal transition zone	Middle River	7/1/2021	3.50	0.64	26.13	581.89	7.52	6.88	85.11	4.68	4.01	53.96	6.74	56.60	26.15	612.67	0.29	5.35	7.59	1.05	13.99	38.26	54.25	7.47	4.10	4.01	3.27
A4559	37.916604	-121.565421	South Delta tidal transition zone	Old River	7/1/2021	4.53	0.64	26.56	654.30	7.70	7.37	91.87	6.70	5.11	57.09	8.47	58.60	26.60	692.99	0.33	5.31	15.24	1.89	22.43	23.82	67.79	8.47	5.05	4.21	3.36
A5105	37.914622	-121.516400	South Delta tidal transition zone	Middle River	7/1/2021	3.54	0.65	26.13	581.77	7.52	6.92	85.59	4.72	4.01	53.82	6.73	56.61	26.14	612.37	0.29	5.32	7.61	1.04	13.97	38.09	54.45	7.43	4.16	4.00	3.26
A5569	37.915683	-121.570317	South Delta tidal transition zone	Indian Slough	7/1/2021	4.86	0.74	26.48	652.69	7.65	7.27	90.49	6.58	5.13	57.29	8.47	59.12	26.47	688.99	0.33	5.36	14.20	1.82	21.31	25.13	66.69	8.54	5.69	4.23	3.39
A5104	37.915647	-121.514889	South Delta tidal transition zone	Middle River	7/1/2021	3.50	0.64	26.13	581.89	7.52	6.88	85.11	4.68	4.01	53.96	6.74	56.60	26.15	612.67	0.29	5.35	7.59	1.05	13.99	38.26	54.25	7.47	4.10	4.01	3.27
A4558	37.918019	-121.565568	South Delta tidal transition zone	Old River	7/1/2021	4.28	0.66	26.55	655.29	7.72	7.40	92.27	6.69	5.15	57.03	8.53	58.40	26.60	694.52	0.33	5.27	15.93	1.94	23.11	22.96	68.73	8.41	4.86	4.20	3.33
A5100	37.918312	-121.516125	South Delta tidal transition zone	Middle River	7/1/2021	3.43	0.67	26.12	580.83	7.53	6.84	84.61	4.58	3.97	54.06	6.67	56.37	26.13	611.48	0.29	5.40	7.62	1.01	14.01	38.53	54.35	7.23	4.08	4.02	3.26
A4556	37.919646	-121.562601	South Delta tidal transition zone	Old River	7/1/2021	4.10	0.59	26.64	657.41	7.76	7.48	93.38	6.74	5.17	57.21	8.54	58.51	26.70	697.68	0.33	5.25	16.53	1.98	23.75	22.29	69.38	8.39	4.54	4.21	3.32
A5095	37.921314	-121.522892	South Delta tidal transition zone	Middle River	7/1/2021	3.73	0.69	26.04	578.88	7.53	6.92	85.51	4.56	3.89	53.93	6.56	56.54	26.06	608.75	0.29	5.21	7.72	0.93	13.86	37.70	55.68	6.74	4.42	4.00	3.21
A4554	37.920362	-121.559078	South Delta tidal transition zone	Old River	7/1/2021	3.40	0.55	26.73	658.03	7.83	7.64	95.50	6.69	5.21	56.66	8.55	57.83	26.78	698.05	0.33	5.31	17.38	1.95	24.64	21.62	70.44	7.94	3.86	4.17	3.28
A5098	37.920477	-121.519211	South Delta tidal transition zone	Middle River	7/1/2021	3.59	0.67	26.07	579.44	7.53	6.88	85.01	4.62	3.91	53.95	6.61	56.35	26.09	609.70	0.29	5.32	7.67	0.97	13.93	38.21	55.04	6.92	4.26	4.00	3.23
A4552	37.920970	-121.555627	South Delta tidal transition zone	Old River	7/1/2021	3.31	0.54	26.70	653.63	7.82	7.67	95.90	6.38	5.16	56.25	8.39	57.44	26.75	692.65	0.33	5.34	16.74	1.86	23.95	22.60	69.61	7.78	3.78	4.15	3.27
A5096	37.922151	-121.521492	South Delta tidal transition zone	Middle River	7/1/2021	3.69	0.69	26.04	577.75	7.53	6.91	85.28	4.51	3.86	53.85	6.53	56.40	26.05	607.60	0.29	5.24	7.66	0.93	13.79	37.92	55.45	6.82	4.38	4.00	3.22
A5094	37.922108	-121.525946	South Delta tidal transition zone	Middle River	7/1/2021	3.77	0.67	26.02	577.15	7.54	6.94	85.66	4.34	3.85	53.88	6.47	56.68	26.03	606.81	0.29	5.12	7.66	0.93	13.72	37.40	55.86	6.89	4.43	4.00	3.20
A4550	37.922887	-121.556419	South Delta tidal transition zone	Old River	7/1/2021	3.12	0.56	26.68	654.36	7.83	7.71	96.29	6.59	5.20	55.91	8.49	56.95	26.72	692.83	0.33	5.36	16.97	1.89	24.23	22.22	69.94	7.79	3.66	4.13	3.24
A5092	37.925257	-121.527726	South Delta tidal transition zone	Middle River	7/1/2021	3.77	0.64	26.01	575.75	7.54	6.96	85.87	4.17	3.83	53.74	6.44	56.86	26.02	605.42	0.29	5.05	7.64	0.96	13.67	37.11	55.91	7.07	4.41	3.99	3.20
A4548	37.925376	-121.558603	South Delta tidal transition zone	Old River	7/1/2021	2.97	0.60	26.63	652.85	7.82	7.71	96.29	6.69	5.22	55.36	8.56	56.31	26.67	690.79	0.33	5.43	16.89	1.88	24.21	22.47	69.74	7.77	3.57	4.09	3.21
A5088	37.931177	-121.527352	South Delta tidal transition zone	Middle River	7/1/2021	3.89	0.68	25.93	570.06	7.56	7.03	86.66	4.17	3.82	52.81	6.41	56.59	25.95	598.79	0.29	5.07	7.65	0.97	13.67	37.01	55.87	6.80	4.57	3.94	3.24
A5090	37.928208	-121.527116	South Delta tidal transition zone	Middle River	7/1/2021	3.84	0.66	25.96	571.97	7.56	6.99	86.26	4.18	3.83	53.18	6.43	56.77	25.98	601.28	0.29	5.06	7.62	0.98	13.63	37.07	55.80	7.05	4.51	3.96	3.22
A4546	37.928305	-121.558922	South Delta tidal transition zone	Old River	7/1/2021	2.76	0.63	26.55	647.38	7.80	7.73	96.38	6.60	5.31	54.06	8.67	54.96	26.60	684.22	0.32	5.64	16.22	1.85	23.66	23.89	68.49	7.85	3.40	4.01	3.15
A4544	37.930861	-121.557079	South Delta tidal transition zone	Old River	7/1/2021	2.64	0.62	26.54	644.44	7.79	7.71	96.17	6.46	5.32	53.59	8.69	54.60	26.58	681.01	0.32	5.67	15.96	1.85	23.43	24.34	68.01	7.90	3.25	3.98	3.12
A4542	37.933281	-121.558930	South Delta tidal transition zone	Old River	7/1/2021	2.67	0.63	26.53	644.31	7.79	7.76	96.65	6.33	5.33	53.26	8.69	54.15	26.58	680.99	0.32	5.76	15.85	1.81	23.39	24.73	67.67	7.76	3.30	3.96	3.08
A5068	37.949905	-121.528378	South Delta tidal transition zone	Middle River	7/1/2021	4.02	0.44	25.87	556.57	7.67	7.42	91.40	3.73	4.06	52.07	6.82	53.60	25.90	585.51	0.28	5.59	7.86	0.99	14.44	38.74	55.32	6.88	4.42	3.89	3.43
A3866	37.935801	-121.333187	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	45.97	4.40	24.43	135.98	7.47	7.26	86.91	13.61	1.37	21.75	3.05	23.31	24.82	134.30	0.08	3.09	4.95	0.13	8.18	38.74	60.13	1.06	78.00	2.03	4.14
A4540	37.935394	-121.561475	South Delta tidal transition zone	Old River	7/1/2021	2.71	0.65	26.51	643.40	7.78	7.82	97.40	6.17	5.29	52.93	8.66	53.72	26.55	679.62	0.32	5.85	15.51	1.77	23.13	25.32	66.97	7.68	3.35	3.94	3.04
A5078	37.935883	-121.531949	South Delta tidal transition zone	Middle River	7/1/2021	4.01	0.57	25.88	566.09	7.58	7.17	88.27	3.98	3.86	51.34	6.49	56.12	25.88	593.15	0.28	5.10	7.62	1.02	13.73	37.19	55.43	6.89	4.59	3.85	3.28
A3864	37.938001	-121.335422	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	49.34	4.60	24.47	139.79	7.46	7.25	86.86	13.40	1.35	21.96	3.01	23.51	24.83	137.38	0.08	3.08	4.89	0.11	8.08	38.58	60.26	1.05	79.49	2.04	4.35
A4538	37.938272	-121.561761	South Delta tidal transition zone	Old River	7/1/2021	2.62	0.64	26.43	639.23	7.77	7.83	97.39	5.84	5.27	51.98	8.70	52.66	26.47	674.04	0.32	5.94	14.34	1.83	22.14	26.93	64.61	8.30	3.26	3.88	2.96
A3860	37.938924	-121.342176	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	57.58	4.72	24.46	144.00	7.46	7.23	86.70	12.93	1.22	22.18	2.78	23.75	25.04	151.28	0.09	3.03	4.71	0.02	7.77	38.96	60.63	0.31	73.52	2.06	4.61
A3862	37.939157	-121.338529	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	54.60	4.74	24.45	141.19	7.45	7.23	86.68	13.15	1.26	22.13	2.84	23.67	24.96	144.85	0.08	3.07	4.73	0.03	7.85	39.13	60.28	0.49	76.24	2.06	4.49
A3858	37.940692	-121.344747	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	62.42	4.63	24.55	153.28	7.47	7.27	87.21	12.33	1.18	22.06	2.75	23.62	25.23	172.03	0.09	2.90	4.75	0.03	7.70	37.59	61.81	0.39	69.41	2.05	5.11
A3856	37.942861	-121.344854	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	66.13	4.72	24.64	159.83	7.47	7.27	87.41	12.16	1.25	22.39	2.87	23.93	25.26	178.57	0.09	2.89	4.90	0.10	7.91	36.61	62.09	0.97	72.11	2.07	5.38
A4534	37.943575	-121.558802	South Delta tidal transition zone	Old River	7/1/2021	2.66	0.61	26.33	634.69	7.75	7.72	95.95	5.48	5.26	51.22	8.66	51.91	26.38	668.26	0.32	5.90	13.33	1.91	21.16	28.03	62.85	9.07	3.27	3.84	2.90
A3854	37.944530	-121.341934	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	72.37	5.05	24.73	167.88	7.47	7.21	86.88	12.25	1.30	23.19	2.97	24.78	25.04	169.72	0.09	2.85	5.03	0.14	8.05	35.43	62.48	1.76	80.80	2.12	5.51
A5070	37.945972	-121.534306	South Delta tidal transition zone	Middle River	7/1/2021	3.91	0.35	25.87	559.29	7.66	7.39	91.04	3.83	4.02	51.60	6.88	54.03	25.89	587.16	0.28	5.49	7.78	1.01	14.26	38.50	54.51	7.05	4.09	3.86	3.31
A3852	37.946598	-121.339568	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	75.26	4.86	24.89	179.80	7.50	7.20	87.02	11.49	1.42	23.76	3.22	25.38	24.91	170.19	0.09	2.82	5.41	0.30	8.55	33.46	63.32	3.07	83.21	2.16	5.82
A4532	37.946261	-121.557868	South Delta tidal transition zone	Old River	7/1/2021	2.75	0.58	26.26	629.84	7.74	7.68	95.28	5.27	5.31	50.53	8.70	51.16	26.31	662.47	0.31	6.10	12.79	1.96	20.88	29.46	61.07	9.37	3.31	3.80	2.86
A3850	37.948366	-121.336868	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	73.48	4.23	25.19	199.22	7.59	7.29	88.51	9.95	1.89	24.33	4.02	25.89	24.82	172.77	0.09	2.91	6.89	0.91	10.72	29.07	64.16	6.67	80.01	2.19	6.17
A4530	37.948910	-121.559118	South Delta tidal transition zone	Old River	7/1/2021	2.71	0.57	26.26	631.60	7.73	7.71	95.65	5.17	5.54	49.62	9.09	50.09	26.30	664.23	0.31	6.45	12.51	2.14	21.13	30.63	59.11	10.12	3.27	3.74	2.80
A4528	37.951407	-121.561005	South Delta tidal transition zone	Old River	7/1/2021	2.69	0.55	26.25	632.21	7.73	7.73	95.88	4.94	5.80	48.73	9.51	49.16	26.30	664.89	0.31	6.79	12.23	2.34	21.39	31.81	57.10	10.95	3.23	3.69	2.74
A3837	37.951538	-121.334676	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	70.38	3.60	25.46	213.68	7.65	7.36	89.84	8.71	2.42	24.71	4.88	26.09	24.81	179.91	0.09	3.10	8.04	1.50	12.67	25.64	63.68	10.47	75.74	2.21	6.48
A3839	37.952136	-121.330928	San Joaquin tidal transition zone	Port of Stockton	7/1/2021	64.99	3.07	25.67	224.66	7.72	7.44	91.11	7.85	2.89	24.86	5.65	26.15	24.79	181.83	0.09	3.23	9.36	2.08	14.71	22.20	63.72	13.85	70.44	2.22	6.56
