Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla Rmk DS	Chla (ug/L) DS	Pheophytin Rmk DS	Pheophytin (ug/L) DS	5 micron Chla Rmk DS	5 micron Chla (ug/L) DS	5 micron Pheophytin Rmk DS	5 micron Pheophytin (ug/L) DS	NH4 Rmk DS	NH4 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	PO4 Rmk DS	PO4 (mg-P/L) DS lab reported	TDN Rmk DS	TDN (mg-N/L) DS lab reported	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	estDIN (uM) DS	DOC Rmk DS	DOC (mg-C/L) DS	Peak fDOM Rmk DS	Peak fDOM (RU) DS	UV Slope Ratio Rmk DS	UV Slope Ratio	A254 Rmk DS	A254 (AU/cm) DS	A280 Rmk DS	A280 (AU/cm) DS	A370 Rmk DS	A370 (AU/cm) DS	A412 Rmk DS	A412 (AU/cm) DS	A440 Rmk DS	A440 (AU/cm) DS	Sag 275-295 nm Rmk DS	Sag 275-295 nm DS	Sag 290-350 nm Rmk DS	Sag 290-350 nm DS	Sag 350-400 nm Rmk DS	Sag 350-400 nm DS	Sag 412-676 nm Rmk DS	Sag 412-676 nm DS	Peak A Rmk DS	Peak A (RU) DS	Peak B Rmk DS	Peak B (RU) DS	Peak C Rmk DS	Peak C (RU) DS	Peak D Rmk DS	Peak D (RU) DS	Peak M Rmk DS	Peak M (RU) DS	Peak N Rmk DS	Peak N (RU) DS	Peak T Rmk DS	Peak T (RU) DS	FI Rmk DS	FI DS	HIX Rmk DS	HIX DS	Picophytoplankton PC-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Tally DS	Picophytoplankton PC-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Sphere Aliquot (mL) DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Tally DS	Picophytoplankton PE-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Rod Aliquot (mL) DS	Picophytoplankton PE-Rich Rod Tally DS	Picophytoplankton PE-Rich Rod Density (cells/mL) DS	Picophytoplankton PE-Rich Rod Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Aliquot (mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL)  DS	Picophytoplankton Total Biovolume (um3/mL) DS
7/28/2021 13:00	MDM	11312676		6.6		2.5		4.0		1.1		0.02		0.002		0.060		0.105		0.38	1.43	0.14	4.28	3.39	27.13	5.71		3.9		0.375		2.9		0.113		0.0819		0.0163		0.0073	E	0.0046		0.0175		0.0178		0.0195		0.0177		1.0940		0.0468		0.5470		0.2249		0.5457		0.3753		0.2184		1.461		0.8875						344	3458.27	10560.25										368	3699.54	1068.04	712	7157.81	11628.29
7/28/2021 13:15	20	20210728-20										0.02		0.001		0.055		0.099			1.45	0.08	3.93	3.20		5.38																																																																	
7/28/2021 13:20	21	20210728-21										0.02		0.001		0.057		0.105			1.48	0.08	4.07	3.39		5.55																																																																	
7/28/2021 13:25	MRB	11312674		5.9		2.8		5.1		1.7		0.02		0.002		0.060		0.104		0.35	1.43	0.14	4.28	3.36	24.99	5.71		3.9		0.392		3.0		0.118		0.0860		0.0169		0.0075	E	0.0047		0.0176		0.0181		0.0195		0.0182		1.1580	<	0.0089		0.5740		0.2402		0.5735		0.3746		0.2034		1.478		0.9034						240	2412.74	10106.47										264	2654.02	823.64	504	5066.76	10930.11
7/28/2021 13:38	22	20210728-22									<	0.02		0.001		0.069		0.100			0.36	0.10	4.93	3.23		5.29																																																																	
7/28/2021 13:42	23	20210728-23										0.02		0.003		0.074		0.109			1.67	0.20	5.28	3.52		6.95																																																																	
7/28/2021 13:46	24	20210728-24										0.04		0.005		0.200		0.117			2.72	0.34	14.28	3.78		17.00																																																																	
7/28/2021 13:55	ORCC	11313250		7.4		2.6		5.4		1.2		0.06		0.006		0.200		0.123		0.56	4.28	0.43	14.28	3.97	39.98	18.56		4.4		0.453		2.9		0.129		0.0940		0.0183		0.0078	E	0.0049		0.0177		0.0182		0.0199		0.0186		1.3180		0.0278		0.6590		0.2682		0.6537		0.4376		0.2628		1.513		0.8871						208	2091.04	7509.70										360	3619.12	1381.43	568	5710.16	8891.12
7/28/2021 15:07	25	20210728-25										0.04		0.004		0.166		0.123			2.78	0.31	11.85	3.97		14.63																																																																	
7/28/2021 15:11	26	20210728-26										0.03		0.003		0.123		0.117			2.00	0.21	8.78	3.78		10.78																																																																	
7/28/2021 15:18	ORI	11313325		14.3		3.7		10.4		1.6		0.03		0.002		0.060		0.105		0.37	2.14	0.14	4.28	3.39	26.41	6.43		3.9		0.398		3.0		0.118		0.0854		0.0166		0.0073	E	0.0046		0.0178		0.0182		0.0195		0.0185		1.1610		0.0237		0.5720		0.2380		0.5730		0.3790		0.2325		1.503		0.8929						120	1206.37	5053.23										232	2332.32	890.25	352	3538.69	5943.49
7/28/2021 15:34	27	20210728-27									<	0.02	<	0.001		0.044		0.094			0.36	0.04	3.14	3.02		3.50																																																																	
7/28/2021 15:39	28	20210728-28									<	0.02		0.001		0.043		0.079			0.36	0.08	3.07	2.54		3.43																																																																	
7/28/2021 15:45	OBI	11313405		15.2		3.7		12.6		2.0	<	0.02		0.002		0.040		0.083		0.29	0.71	0.14	2.86	2.68	20.70	3.57		3.6		0.306		2.8		0.099		0.0724		0.0143	E	0.0064	E	0.0041		0.0179		0.0180		0.0193		0.0181		0.8681	<	0.0089		0.4370		0.1838		0.4485		0.3108		0.1909		1.469		0.8876						18	180.96	757.99										136	1367.22	366.53	154	1548.18	1124.51
7/28/2021 16:02	29	20210728-29									<	0.02		0.001		0.047		0.071			0.36	0.09	3.36	2.30		3.72																																																																	
7/28/2021 16:05	30	20210728-30									<	0.02		0.001		0.048		0.068			0.36	0.08	3.43	2.21		3.79																																																																	
7/28/2021 16:12	ORF	380300121344801		25.5		3.4		18.9		1.0	<	0.02		0.001		0.050		0.071		0.27	0.71	0.07	3.57	2.29	19.28	4.28		2.8		0.241		2.9		0.082		0.0603		0.0122	E	0.0057	E	0.0037		0.0179		0.0176		0.0188		0.0180		0.6895	<	0.0089		0.3370		0.1468		0.3438		0.2594		0.1687		1.529		0.8692						250	2513.28	5390.12										376	3779.97	1442.82	626	6293.24	6832.94
7/29/2021 8:07	1	20210729-01									<	0.02		0.001		0.099		0.068			0.36	0.10	7.07	2.19		7.43																																																																	
7/29/2021 8:13	2	20210729-02									<	0.02		0.001		0.101		0.058			0.36	0.09	7.21	1.86		7.57																																																																	
7/29/2021 8:19	3	20210729-03									<	0.02	<	0.001		0.147		0.032			0.36	0.04	10.49	1.04		10.85																																																																	
7/29/2021 8:25	ISLETON BRIDGE	381038121352501									<	0.02	<	0.001		0.140		0.030		0.24	0.71	0.04	9.99	0.97	17.13	10.71																																																																	
7/29/2021 8:34	4	20210729-04									<	0.02	<	0.001		0.169		0.030			0.36	0.04	12.06	0.97		12.42																																																																	
7/29/2021 8:38	5	20210729-05									<	0.02	<	0.001		0.148		0.029			0.36	0.04	10.57	0.93		10.93																																																																	
7/29/2021 8:45	6	20210729-06										0.02	<	0.001		0.177		0.029			1.47	0.04	12.64	0.93		14.11																																																																	
7/29/2021 9:10	WGA	11447890		1.6		0.6		0.6		0.2		0.02	<	0.001		0.150		0.029		0.28	1.43	0.04	10.71	0.94	19.99	12.14		1.2		0.071		2.1		0.026		0.0186	E	0.0022	<	0.0035	<	0.0047		0.0227		0.0235		0.0362				0.1818	E	0.0098		0.1010		0.0404		0.1102		0.0889		0.0796		1.525	<	0.7965						72	723.82	1861.99										322	3237.10	1235.61	394	3960.92	3097.60
7/29/2021 9:28	7	20210729-07										0.02	<	0.001		0.152		0.029			1.44	0.04	10.85	0.94		12.29																																																																	
7/29/2021 9:32	8	20210729-08										0.02	<	0.001		0.189		0.028			1.58	0.04	13.49	0.90		15.07																																																																	
7/29/2021 9:35	9	20210729-09										0.02	<	0.001		0.178		0.028			1.66	0.04	12.71	0.89		14.37																																																																	
7/29/2021 9:41	10	20210729-10										0.02	<	0.001		0.213		0.026			1.58	0.04	15.21	0.84		16.79																																																																	
7/29/2021 9:47	HOOD	382205121311300		1.2		0.6		0.6		0.1		0.03	<	0.001		0.140		0.029			2.14	0.04	9.99	0.94		12.14		1.3		0.072		2.0		0.025		0.0179	E	0.0016	<	0.0035	<	0.0047		0.0239		0.0261		0.0493				0.1810	E	0.0171		0.1020		0.0397		0.1103		0.0876		0.0736		1.528	<	0.8049						46	462.44	1937.07										462	4644.53	1772.83	508	5106.97	3709.91
7/29/2021 10:05	11	20210729-11										0.02	<	0.001		0.126		0.028			1.49	0.04	9.00	0.91		10.49																																																																	
7/29/2021 10:08	12	20210729-12									<	0.02	<	0.001		0.187		0.027			0.36	0.04	13.35	0.86		13.71																																																																	
7/29/2021 10:12	13	20210729-13									<	0.02	<	0.001		0.242		0.025			0.36	0.04	17.28	0.81		17.64																																																																	
7/29/2021 10:25	FPT	11447650		1.3		0.7		0.6		0.2	<	0.02	<	0.001		0.060		0.026		0.10	0.71	0.04	4.28	0.84	7.14	5.00		1.3		0.066		2.1		0.027		0.0196	E	0.0026	E	0.0005	<	0.0047		0.0218		0.0211		0.0361		-0.0135		0.1640		0.0721		0.0920		0.0360		0.1116		0.0887		0.1050		1.450		0.6674						90	904.78	2327.49										344	3458.27	1320.03	434	4363.05	3647.52
7/29/2021 10:43	14	20210729-14									<	0.02	<	0.001		0.014		0.025			0.36	0.04	1.00	0.79		1.36																																																																	
7/29/2021 10:46	15	20210729-15									<	0.02	<	0.001		0.013		0.025			0.36	0.04	0.93	0.82		1.29																																																																	
7/29/2021 10:50	16	20210729-16									<	0.02	<	0.001		0.013		0.028			0.36	0.04	0.93	0.89		1.29																																																																	
7/29/2021 10:53	17	20210729-17									<	0.02	<	0.001		0.014		0.026			0.36	0.04	1.00	0.84		1.36																																																																	
7/29/2021 11:02	18	20210729-18									<	0.02	<	0.001		0.013		0.022			0.36	0.04	0.93	0.70		1.29																																																																	
7/29/2021 11:06	MILLER PARK	383340121310601									<	0.02	<	0.001		0.010		0.026		0.08	0.71	0.04	0.71	0.84	5.71	1.43																																																																	
10/4/2021 10:36	LIB	11455315		1.5		0.8		1.0		0.4	<	0.02		0.001		0.040		0.065		0.20	0.71	0.07	2.86	2.10	14.28	3.57		2.0		0.135		2.4		0.047		0.0347		0.0072	E	0.0036	E	0.0027		0.0185		0.0179		0.0167		0.0089		0.3841		0.1243		0.1880		0.0801		0.2063		0.1480		0.1377		1.529		0.7907																		432	8685.88	2892.73	432	8685.88	2892.73
10/4/2021 11:15	1	20211004-01									<	0.02	<	0.001		0.011		0.073			0.36	0.04	0.79	2.35		1.15																																																																	
10/4/2021 11:19	2	20211004-02									<	0.02		0.009		0.016		0.109			0.36	0.62	1.14	3.52		1.50																																																																	
10/4/2021 11:22	SSB	11455276		6.9		1.4		2.7		1.0	<	0.02		0.002		0.030		0.159		0.29	0.71	0.14	2.14	5.13	20.70	2.86				0.285		2.7		0.100		0.0754		0.0164		0.0082	E	0.0055		0.0168		0.0172		0.0167		0.0119		0.7686		0.1451		0.4090		0.1660		0.4261		0.3023		0.2199		1.516		0.8530						64	1286.80	3929.40										450	9047.79	3013.26	514	10334.59	6942.65
10/4/2021 11:39	3	20211004-03									<	0.02	<	0.001		0.019		0.114			0.36	0.04	1.36	3.68		1.72																																																																	
10/4/2021 11:42	SS	382010121402301		3.6		1.4		1.0		0.6		0.04	<	0.001		0.010		0.091		0.34	2.86	0.04	0.71	2.94	24.27	3.57		3.1		0.272		4.3		0.133		0.1046		0.0313		0.0205		0.0158		0.0144		0.0138		0.0114		0.0083		0.7498		0.2119		0.3870		0.1609		0.3999		0.3319		0.3324		1.540		0.7991						102	2050.83	5275.64										736	14798.16	4272.16	838	16849.00	9547.80
10/4/2021 11:57	4	20211004-04										0.03	<	0.001	<	0.010		0.079			2.40	0.04	0.36	2.56		2.76																																																																	
10/4/2021 12:01	5	20211004-05										0.03	<	0.001		0.013		0.072			1.78	0.04	0.93	2.32		2.71																																																																	
10/4/2021 12:05	6	20211004-06										0.03		0.001		0.029		0.070			1.87	0.08	2.07	2.27		3.94																																																																	
10/4/2021 12:12	PRO	381627121395101										0.03		0.001		0.050		0.067		0.25	2.14	0.07	3.57	2.16	17.85	5.71																																																																	
10/4/2021 12:23	7	20211004-07										0.03	<	0.001		0.096		0.055			1.78	0.04	6.85	1.76		8.63																																																																	
10/4/2021 12:28	CCH41	11455385		1.3		1.1		0.8		0.6		0.03		0.001		0.080		0.059		0.28	2.14	0.07	5.71	1.90	19.99	7.85		1.7		0.119		3.5		0.057		0.0443		0.0134		0.0085	E	0.0068		0.0151		0.0139		0.0115		0.0079		0.3196		0.3101		0.1720		0.0717		0.1864		0.1475		0.1776		1.528		0.7333						10	201.06	842.21										440	8846.73	2946.30	450	9047.79	3788.50
10/4/2021 12:47	8	20211004-08										0.03		0.001		0.086		0.056			1.80	0.10	6.14	1.79		7.94																																																																	
10/4/2021 12:52	9	20211004-09										0.02		0.001		0.097		0.061			1.72	0.09	6.92	1.96		8.64																																																																	
10/4/2021 12:57	10	20211004-10										0.03		0.009		0.115		0.070			1.93	0.67	8.21	2.25		10.14																																																																	
10/4/2021 13:01	11	20211004-11										0.03		0.011		0.121		0.073			1.83	0.80	8.64	2.34		10.47																																																																	
10/4/2021 13:07	TOL	11455485		1.9		1.0		1.1		0.7		0.05		0.023		0.140		0.077		0.41	3.57	1.64	9.99	2.49	29.27	13.56		2.0		0.164		4.0		0.080		0.0604		0.0182		0.0122		0.0097		0.0154		0.0142		0.0102		0.0076		0.4750		0.2356		0.2380		0.0966		0.2722		0.2116		0.2177		1.582		0.7786						54	1085.73	4547.91										674	13551.58	4835.44	728	14637.31	9383.35
10/4/2021 13:23	12	20211004-12										0.06		0.039		0.149		0.077			3.98	2.81	10.64	2.50		14.62																																																																	
10/4/2021 13:28	13	20211004-13									<	0.10		0.053		0.165		0.088			3.57	3.75	11.78	2.84		15.35																																																																	
10/4/2021 13:32	14	20211004-14									<	0.10		0.055		0.172		0.089			3.57	3.92	12.28	2.87		15.85																																																																	
10/4/2021 13:36	CFL	11455508		2.1		1.3		1.2		1.0				0.061		0.180		0.087		0.39		4.35	12.85	2.81	27.84			2.5		0.200		3.4		0.087		0.0649		0.0179		0.0111	E	0.0089		0.0166		0.0150		0.0122		0.0077		0.5899		0.1756		0.2940		0.1161		0.3348		0.2626		0.2231		1.587		0.8165						16	321.70	1347.53										574	11540.96	3581.61	590	11862.66	4929.14
10/4/2021 13:51	15	20211004-15									<	0.10		0.053		0.163		0.089			3.57	3.81	11.64	2.86		15.21																																																																	
10/4/2021 13:56	16	20211004-16									<	0.10		0.059		0.173		0.093			3.57	4.20	12.35	2.99		15.92																																																																	
10/4/2021 14:00	17	20211004-17									<	0.10		0.055		0.174		0.095			3.57	3.95	12.42	3.08		15.99																																																																	
10/4/2021 14:05	18	20211004-18									<	0.10		0.053		0.171		0.097			3.57	3.81	12.21	3.14		15.78																																																																	
10/4/2021 14:10	19	20211004-19									<	0.10		0.049		0.164		0.093			3.57	3.49	11.71	3.01		15.28																																																																	
10/4/2021 14:15	20	20211004-20									<	0.10		0.045		0.164		0.099			3.57	3.24	11.71	3.21		15.28																																																																	
10/4/2021 14:19	21	20211004-21									<	0.10		0.046		0.153		0.092			3.57	3.31	10.92	2.98		14.49																																																																	
10/4/2021 14:24	22	20211004-22									<	0.10		0.009		0.033		0.076			3.57	0.63	2.36	2.46		5.93																																																																	
10/4/2021 14:28	23	20211004-23									<	0.10	<	0.001	<	0.010		0.075			3.57	0.04	0.36	2.40		3.93																																																																	
10/4/2021 14:35	GRZ	380631122032201		2.5		1.1		1.6		0.8	<	0.25		0.045		0.160		0.096		0.41	17.85	3.21	11.42	3.10	29.27	29.27		2.7		0.202		3.4		0.092		0.0687		0.0192		0.0123		0.0102		0.0161		0.0150		0.0107		0.0080		0.6256		0.2571		0.2950		0.1141		0.3488		0.2773		0.2832		1.578		0.7903																		592	11902.87	3964.11	592	11902.87	3964.11
10/4/2021 15:21	24	20211004-24									<	0.10		0.035		0.109		0.093			3.57	2.46	7.78	3.01		11.35																																																																	
10/4/2021 15:26	25	20211004-25									<	0.10		0.039		0.165		0.101			3.57	2.81	11.78	3.26		15.35																																																																	
10/4/2021 15:31	26	20211004-26									<	0.10		0.042		0.163		0.101			3.57	3.01	11.64	3.26		15.21																																																																	
10/4/2021 15:35	27	20211004-27									<	0.10		0.045		0.170		0.102			3.57	3.21	12.14	3.29		15.71																																																																	
10/4/2021 15:40	28	20211004-28									<	0.10		0.047		0.169		0.100			3.57	3.35	12.06	3.22		15.63																																																																	
10/4/2021 15:45	29	20211004-29									<	0.10		0.055		0.172		0.095			3.57	3.93	12.28	3.07		15.85																																																																	
10/4/2021 15:49	30	20211004-30									<	0.10		0.059		0.178		0.097			3.57	4.20	12.71	3.12		16.28																																																																	
10/4/2021 15:54	31	20211004-31									<	0.10		0.059		0.172		0.092			3.57	4.18	12.28	2.98		15.85																																																																	
10/4/2021 16:01	CFL	11455508									<	0.10				0.160					7.14		11.42			18.56																																																																	
10/4/2021 16:16	32	20211004-32									<	0.10		0.056		0.167		0.092			3.57	4.02	11.92	2.98		15.49																																																																	
10/4/2021 16:21	33	20211004-33									<	0.10		0.046		0.154		0.086			3.57	3.26	10.99	2.78		14.56																																																																	
10/4/2021 16:25	34	20211004-34										0.06		0.035		0.127		0.083			4.40	2.48	9.07	2.67		13.47																																																																	
10/4/2021 16:29	35	20211004-35										0.04		0.033		0.120		0.081			2.92	2.32	8.57	2.61		11.49																																																																	
10/4/2021 16:34	36	20211004-36										0.03		0.019		0.098		0.080			2.26	1.38	7.00	2.59		9.26																																																																	
10/4/2021 16:40	JPT	11337190		1.8		1.2		0.9		0.7		0.03		0.011		0.110		0.079		0.35	2.14	0.79	7.85	2.55	24.99	9.99		2.1		0.172		3.5		0.073		0.0549		0.0145		0.0091	E	0.0071		0.0168		0.0156		0.0120		0.0085		0.5192		0.1671		0.2550		0.1011		0.2837		0.2175		0.1916		1.585		0.8129																		166	3337.63	1035.80	166	3337.63	1035.80
10/4/2021 16:54	37	20211004-37										0.02		0.008		0.103		0.076			1.73	0.57	7.35	2.46		9.08																																																																	
10/5/2021 8:23	SJRFR	380353121403701									<	0.02		0.006		0.110		0.076		0.28	0.71	0.43	7.85	2.45	19.99	8.57		2.1		0.165		2.7		0.055		0.0401		0.0078	E	0.0038	E	0.0024		0.0185		0.0184		0.0179		0.0140		0.4662		0.0699		0.2390		0.0952		0.2623		0.1803		0.1366		1.551		0.8463																							
10/5/2021 8:44	1	20211005-01									<	0.02		0.004		0.102		0.070			0.36	0.26	7.28	2.26		7.64																																																																	
10/5/2021 8:48	2	20211005-02									<	0.02		0.003		0.104		0.068			0.36	0.24	7.42	2.20		7.78																																																																	
10/5/2021 8:53	3	20211005-03									<	0.02		0.002		0.096		0.065			0.36	0.15	6.85	2.09		7.21																																																																	
10/5/2021 8:57	4	20211005-04									<	0.02		0.002		0.096		0.059			0.36	0.13	6.85	1.90		7.21																																																																	
10/5/2021 9:04	PPT	11313460		1.8		1.5		1.0		1.0		0.03		0.001		0.100		0.064		0.34	2.14	0.07	7.14	2.07	24.27	9.28		2.0		0.188		3.9		0.078		0.0592		0.0176		0.0105	E	0.0079		0.0151		0.0139		0.0124		0.0095		0.5329		0.1005		0.2710		0.1097		0.2981		0.2583		0.2839		1.484		0.7930						98	1970.41	8253.62										456	9168.43	3053.43	554	11138.83	11307.05
10/5/2021 9:21	5	20211005-05										0.04	<	0.001		0.095		0.067			2.74	0.04	6.78	2.16		9.52																																																																	
10/5/2021 9:26	SJW	380131121280501		1.5		1.2		0.5		0.5		0.03		0.002		0.140		0.077		0.39	2.14	0.14	9.99	2.49	27.84	12.14		2.5		0.260		3.6		0.088		0.0662		0.0166		0.0092	E	0.0065		0.0161		0.0156		0.0145		0.0107		0.7304		0.0885		0.3750		0.1482		0.3794		0.2732		0.2260		1.512		0.8631																		472	9490.13	2945.15	472	9490.13	2945.15
10/5/2021 9:44	6	20211005-06										0.04		0.003		0.335		0.124			2.82	0.23	23.92	4.00		26.74																																																																	
10/5/2021 9:49	TRN	11311300		1.6		1.2		0.6		0.5		0.05		0.007		0.880		0.218		1.28	3.57	0.50	62.82	7.04	91.38	66.39		3.4		0.360		3.2		0.110		0.0818		0.0198		0.0106	E	0.0075		0.0161		0.0166		0.0143		0.0111		1.0080		0.1690		0.5310		0.2039		0.5424		0.3894		0.3084		1.565		0.8570						34	683.61	2863.50										434	8726.09	123362.10	468	9409.70	126225.60
10/5/2021 10:06	7	20211005-07										0.05		0.008		0.954		0.221			3.35	0.54	68.11	7.13		71.46																																																																	
10/5/2021 10:14	SJRBC	375831121223701		3.0		1.2		1.0		0.5		0.08		0.025		2.350		0.457		2.84	5.71	1.78	167.77	14.75	202.75	173.48		2.9		0.273		2.8		0.082		0.0609		0.0140		0.0082	E	0.0061		0.0166		0.0172		0.0140		0.0099		0.6806		0.2235		0.4070		0.1415		0.4519		0.3540		0.3398		1.641		0.7732						50	1005.31	3069.84										486	9771.61	3254.32	536	10776.92	6324.16
10/5/2021 10:31	8	20211005-08										0.08		0.025		2.161		0.464			5.90	1.81	154.27	14.98		160.17																																																																	
10/5/2021 10:34	9	20211005-09										0.13		0.025		3.960		0.610			9.49	1.77	282.70	19.69		292.19																																																																	
10/5/2021 10:38	10	20211005-10										0.13		0.025		3.884		0.597			9.07	1.75	277.28	19.27		286.35																																																																	
10/5/2021 10:41	SJRST	375649121202101		1.9		1.8		0.5		0.7		0.10		0.013		2.690		0.354		3.25	7.14	0.93	192.04	11.43	232.02	199.18		2.8		0.292		3.1		0.086		0.0651		0.0161		0.0095	E	0.0071		0.0156		0.0166		0.0148		0.0101		0.6545		0.2250		0.4180		0.1466		0.4235		0.3592		0.3545		1.801		0.7690						38	764.04	3200.38										492	9892.25	3529.73	530	10656.29	6730.11
10/5/2021 11:19	SJC	375944121252301										0.06		0.013		1.620		0.330		2.09	4.28	0.93	115.65	10.65	149.21	119.94																																																																	
10/5/2021 11:27	11	20211005-11										0.05		0.009		1.020		0.276			3.53	0.67	72.46	8.91		75.99																																																																	
10/5/2021 11:35	14MILE	380232121241801		1.8		1.0		0.5		0.3		0.03		0.003		0.130		0.108		0.49	2.14	0.21	9.28	3.49	34.98	11.42		3.7		0.364		3.2		0.120		0.0890		0.0204		0.0110	E	0.0076		0.0168		0.0167		0.0154		0.0118		1.0590		0.1110		0.5320		0.2104		0.5668		0.3951		0.3171		1.542		0.8658																		234	4704.85	1358.27	234	4704.85	1358.27
10/5/2021 11:57	12	20211005-12										0.03		0.001		0.087		0.094			2.21	0.10	6.21	3.02		8.42																																																																	
10/5/2021 12:06	13	20211005-13										0.03		0.002		0.056		0.064			2.39	0.11	4.00	2.07		6.39																																																																	
10/5/2021 12:16	14	20211005-14										0.05		0.002		0.064		0.061			3.69	0.13	4.57	1.97		8.26																																																																	
10/5/2021 12:21	LPS	11336790		2.3		1.1		1.1		0.4		0.03		0.002		0.090		0.049		0.30	2.14	0.14	6.43	1.58	21.42	8.57		1.9		0.187		3.3		0.063		0.0470		0.0118	E	0.0067	E	0.0050		0.0164		0.0156		0.0141		0.0102		0.5222		0.2094		0.2690		0.1122		0.2579		0.1895		0.2037		1.480		0.8152																		314	6313.35	714.02	314	6313.35	714.02
10/5/2021 13:11	15	20211005-15										0.03		0.003		0.099		0.048			2.08	0.18	7.07	1.53		9.15																																																																	
10/5/2021 13:16	SMS	380831121301301		5.3		1.4		2.4		0.6		0.04		0.001		0.040		0.063		0.31	2.86	0.07	2.86	2.03	22.13	5.71		2.0		0.182		3.2		0.066		0.0497		0.0132		0.0080	E	0.0065		0.0161		0.0150		0.0130		0.0085		0.4933		0.2011		0.2610		0.1065		0.2640		0.2119		0.2385		1.509		0.7894						8	160.85	673.76										400	8042.48	2495.89	408	8203.33	3169.66
10/5/2021 13:31	SYC	380831121281201		4.6		1.9		1.2		0.5		0.03	<	0.001		0.020		0.061		0.26	2.14	0.04	1.43	1.97	18.56	3.57		2.6		0.221		3.3		0.086		0.0649		0.0167		0.0101	E	0.0076		0.0158		0.0156		0.0128		0.0099		0.5962		0.1116		0.3150		0.1267		0.3249		0.2472		0.2235		1.516		0.8422						48	965.10	4042.59										390	7841.42	2797.96	438	8806.52	6840.54
10/5/2021 14:05	16	20211005-16										0.04		0.001		0.041		0.054			2.46	0.09	2.93	1.73		5.39																																																																	
10/5/2021 14:10	17	20211005-17										0.03		0.001		0.071		0.038			2.08	0.10	5.07	1.22		7.15																																																																	
10/5/2021 14:15	18	20211005-18										0.03		0.002		0.083		0.036			2.24	0.16	5.93	1.15		8.17																																																																	
10/5/2021 14:29	19	20211005-19										0.02		0.002		0.135		0.030			1.68	0.14	9.64	0.97		11.32																																																																	
10/5/2021 14:52	NFM	11336685		1.4		0.7		0.6		0.4	<	0.02		0.001		0.160		0.032		0.31	0.71	0.07	11.42	1.03	22.13	12.14		1.3		0.081		2.6		0.035		0.0258		0.0068	E	0.0043	E	0.0041		0.0172		0.0159		0.0119		0.0061		0.1991		0.1002		0.1170		0.0448		0.1203		0.1095		0.1283		1.556	<	0.7453																		328	6594.83	2196.33	328	6594.83	2196.33
10/5/2021 15:07	20	20211005-20										0.02		0.001		0.123		0.033			1.65	0.09	8.78	1.08		10.43																																																																	
10/5/2021 15:12	21	20211005-21										0.02		0.001		0.122		0.034			1.69	0.10	8.71	1.11		10.40																																																																	
10/5/2021 15:17	22	20211005-22										0.03		0.002		0.175		0.035			1.86	0.13	12.49	1.12		14.35																																																																	
10/5/2021 15:22	NMR	380837121333401		1.8		1.0		1.0		0.5	<	0.02		0.001		0.170		0.034		0.33	0.71	0.07	12.14	1.10	23.56	12.85		1.3		0.080		2.8		0.036		0.0274		0.0074	E	0.0051	E	0.0042		0.0182		0.0149		0.0119		0.0049		0.1962		0.3736		0.1120		0.0454		0.1259		0.1026		0.1743		1.621		0.6335																		386	7760.99	2408.54	386	7760.99	2408.54
10/5/2021 15:40	23	20211005-23									<	0.02		0.001		0.155		0.036			0.36	0.11	11.07	1.15		11.43																																																																	
10/5/2021 15:42	24	20211005-24										0.02		0.002		0.157		0.035			1.65	0.14	11.21	1.14		12.86																																																																	
10/7/2021 6:53	1	20211007-01										0.02		0.007		0.103		0.066			1.46	0.50	7.35	2.11		8.81																																																																	
10/7/2021 7:18	2	20211007-02									<	0.02		0.003		0.089		0.064			0.36	0.19	6.35	2.06		6.71																																																																	
10/7/2021 7:22	3	20211007-03										0.02		0.001		0.054		0.058			1.56	0.10	3.86	1.88		5.42																																																																	
10/7/2021 7:27	4	20211007-04										0.02		0.001		0.067		0.057			1.53	0.09	4.78	1.83		6.31																																																																	
10/7/2021 7:30	5	20211007-05									<	0.02		0.002		0.086		0.058			0.36	0.13	6.14	1.87		6.50																																																																	
