Timestamp (PST) DS	Station ID DS	Station Abbrev. DS	BGC ID DS	Chla (ug/L) DS	Chla Rmk DS	Pheophytin (ug/L) DS	5 micron Chla (ug/L) DS	5 micron Chla Rmk DS	5 micron Pheophytin (ug/L) DS	5 micron Pheophytin Rmk DS	NH4 (mg-N/L) DS lab reported	NH4 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	PO4 (mg-P/L) DS lab reported	PO4 Rmk DS	TDN (mg-N/L) DS lab reported	TDN Rmk DS	TDP (mg-P/L) DS lab reported	TDP Rmk DS	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	TDP (uM) DS	estDIN (uM) DS	estDON (uM) DS	PC (mg-C/L) DS lab reported	PC Rmk DS	PN (mg-N/L) DS lab reported	PN Rmk DS	SS mass recovered (g) DS	SSC (mg/L) DS	SSC Rmk DS	DOC (mg-C/L) DS	DOC Rmk DS	Peak fDOM (RU) DS	Peak fDOM Rmk DS	A254 (AU/cm) DS	A254 Rmk DS	A280 (AU/cm) DS	A280 Rmk DS	A370 (AU/cm) DS	A370 Rmk DS	A412 (AU/cm) DS	A412 Rmk DS	A440 (AU/cm) DS	A440 Rmk DS	Sag 275-295 nm DS	Sag 290-350 nm DS	Sag 350-400 nm DS	Sag 412-676 nm DS	Sag 412-676 nm Rmk DS	Peak A (RU) DS	Peak A Rmk DS	Peak B (RU) DS	Peak B Rmk DS	Peak C (RU) DS	Peak C Rmk DS	Peak D (RU) DS	Peak D Rmk DS	Peak M (RU) DS	Peak M Rmk DS	Peak N (RU) DS	Peak N Rmk DS	Peak T (RU) DS	Peak T Rmk DS	FI DS	HIX DS	HIX Rmk DS	Water Temp (deg. C) (EXO) DS	Sp Cond (uS/cm) (EXO) DS	Salinity (PSU) (EXO) DS	pH (EXO) DS	DO (mg/L) (EXO) DS	DO (%sat) (EXO) DS	Turb (FNU) (EXO) DS	fCHL (ug/L) (EXO) DS	fDOM (QSU) (EXO) DS
05/16/2023 09:30	5/16/2023-32	32	BGC009431	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0018	E	0.0974	NA	0.0555	NA	NA	NA	NA	NA	1.29	0.13	6.95	1.79	NA	NA	8.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:32	5/16/2023-33	33	BGC009432	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0019	E	0.114	NA	0.0535	NA	NA	NA	NA	NA	0.32	0.14	8.12	1.73	NA	NA	8.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:35	5/16/2023-34	34	BGC009433	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0013	E	0.0764	NA	0.0520	NA	NA	NA	NA	NA	0.32	0.09	5.45	1.68	NA	NA	5.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:38	5/16/2023-35	35	BGC009434	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0014	E	0.0798	NA	0.0508	NA	NA	NA	NA	NA	0.32	0.10	5.70	1.64	NA	NA	6.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:40	5/16/2023-36	36	BGC009435	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0012	E	0.0897	NA	0.0477	NA	NA	NA	NA	NA	0.32	0.09	6.40	1.54	NA	NA	6.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:42	5/16/2023-37	37	BGC009436	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0013	E	0.0911	NA	0.0460	NA	NA	NA	NA	NA	0.32	0.09	6.50	1.48	NA	NA	6.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:45	5/16/2023-38	38	BGC009437	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0016	E	0.127	NA	0.0447	NA	NA	NA	NA	NA	0.32	0.11	9.04	1.44	NA	NA	9.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:48	5/16/2023-39	39	BGC009438	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0012	E	0.0877	NA	0.0424	NA	NA	NA	NA	NA	0.32	0.09	6.26	1.37	NA	NA	6.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:50	5/16/2023-40	40	BGC009439	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0018	E	0.125	NA	0.0436	NA	NA	NA	NA	NA	0.32	0.13	8.92	1.41	NA	NA	9.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:52	5/16/2023-41	41	BGC009440	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0018	E	0.158	NA	0.0410	NA	NA	NA	NA	NA	0.32	0.13	11.27	1.32	NA	NA	11.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:54	5/16/2023-42	42	BGC009441	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.0012	E	0.101	NA	0.0381	NA	NA	NA	NA	NA	0.71	0.09	7.23	1.23	NA	NA	8.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:56	5/16/2023-43	43	BGC009442	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.0012	E	0.0900	NA	0.0370	NA	NA	NA	NA	NA	0.71	0.09	6.43	1.19	NA	NA	7.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 09:59	5/16/2023-44	44	BGC009443	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0009	<	0.0597	NA	0.0310	NA	NA	NA	NA	NA	0.32	0.03	4.26	1.00	NA	NA	4.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 10:01	5/16/2023-45	45	BGC009444	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0014	E	0.115	NA	0.0361	NA	NA	NA	NA	NA	0.32	0.10	8.20	1.17	NA	NA	8.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 10:03	5/16/2023-46	46	BGC009445	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0013	E	0.101	NA	0.0420	NA	NA	NA	NA	NA	0.32	0.09	7.21	1.36	NA	NA	7.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 10:05	5/16/2023-47	47	BGC009446	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0018	E	0.132	NA	0.0400	NA	NA	NA	NA	NA	0.32	0.13	9.45	1.29	NA	NA	9.90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 10:08	5/16/2023-48	48	BGC009447	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0014	E	0.107	NA	0.0389	NA	NA	NA	NA	NA	0.32	0.10	7.65	1.26	NA	NA	8.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 10:10	5/16/2023-49	49	BGC009448	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.0013	E	0.0689	NA	0.0277	NA	NA	NA	NA	NA	0.71	0.09	4.92	0.89	NA	NA	5.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 10:12	5/16/2023-50	50	BGC009449	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.0011	E	0.0703	NA	0.0378	NA	NA	NA	NA	NA	1.00	0.08	5.02	1.22	NA	NA	6.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 10:13	11455508	CONFL	BGC009477	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0019	E	0.126	NA	0.0417	NA	0.21	NA	0.0417	NA	1.07	0.14	9.00	1.35	14.99	1.35	10.20	4.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 11:22	11455385	RYF	BGC009393	3.93	NA	2.75	2.97	NA	1.30	NA	0.010	E	0.0009	<	0.0428	NA	0.0265	NA	0.08	E	0.0265	NA	0.71	0.03	3.06	0.86	5.71	0.86	3.80	1.91	0.541	NA	0.0743	E	0.0038	19.0	NA	1.9	NA	0.129	NA	0.045	NA	0.0322	NA	0.0062	E	0.0030	E	0.0022	E	0.0183	0.0187	0.0181	0.0112	NA	0.3564	NA	0.1296	NA	0.192	NA	0.0749	NA	0.1947	NA	0.1261	NA	0.0871	NA	1.525	0.8407	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 11:34	5/16/2023-51	51	BGC009450	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.0016	E	0.119	NA	0.0341	NA	NA	NA	NA	NA	1.00	0.11	8.48	1.10	NA	NA	9.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 11:39	11455315	LIB	BGC009394	2.58	NA	2.13	1.42	NA	0.81	NA	0.019	E	0.0024	E	0.0916	NA	0.0678	NA	0.26	NA	0.0706	NA	1.36	0.17	6.54	2.19	18.56	2.28	8.07	10.49	0.398	NA	0.0581	E	NA	NA	NA	2.4	NA	0.187	NA	0.069	NA	0.0508	NA	0.0109	NA	0.0054	E	0.0037	E	0.0171	0.0174	0.0168	0.0124	NA	0.5384	NA	0.0926	NA	0.265	NA	0.1086	NA	0.2712	NA	0.1947	NA	0.1013	NA	1.455	0.8636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 11:53	5/16/2023-52	52	BGC009451	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.0011	E	0.0451	NA	0.0382	NA	NA	NA	NA	NA	0.93	0.08	3.22	1.23	NA	NA	4.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 11:58	5/16/2023-53	53	BGC009452	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.0018	E	0.0420	NA	0.0669	NA	NA	NA	NA	NA	1.36	0.13	3.00	2.16	NA	NA	4.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:01	5/16/2023-54	54	BGC009453	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.0024	E	0.0526	NA	0.0806	NA	NA	NA	NA	NA	1.21	0.17	3.76	2.60	NA	NA	5.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:04	5/16/2023-55	55	BGC009454	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.0012	E	0.0160	NA	0.0882	NA	NA	NA	NA	NA	1.00	0.09	1.14	2.85	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:19	5/16/2023-56	56	BGC009455	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.0012	E	0.0352	NA	0.1166	NA	NA	NA	NA	NA	0.86	0.09	2.51	3.76	NA	NA	3.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:21	5/16/2023-57	57	BGC009456	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0026	E	0.0361	NA	0.1015	NA	NA	NA	NA	NA	1.07	0.19	2.58	3.28	NA	NA	3.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:24	5/16/2023-58	58	BGC009457	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.0020	E	0.0352	NA	0.0938	NA	NA	NA	NA	NA	1.00	0.14	2.51	3.03	NA	NA	3.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:26	5/16/2023-59	59	BGC009458	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.0028	E	0.0616	NA	0.0834	NA	NA	NA	NA	NA	1.21	0.20	4.40	2.69	NA	NA	5.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:29	11455315	LIB	BGC009478	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.0013	E	0.0509	NA	0.0405	NA	0.13	E	0.0414	NA	1.00	0.09	3.63	1.31	9.28	1.34	4.73	4.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:38	5/16/2023-60	60	BGC009459	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0016	E	0.0839	NA	0.0510	NA	NA	NA	NA	NA	1.07	0.11	5.99	1.65	NA	NA	7.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:44	5/16/2023-61	61	BGC009460	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.0025	E	0.0480	NA	0.0736	NA	NA	NA	NA	NA	1.36	0.18	3.43	2.38	NA	NA	4.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 12:49	11455276	SGG	BGC009397	2.18	NA	0.96	0.69	<	0.46	<	0.023	E	0.0017	E	0.0509	NA	0.1723	NA	0.28	NA	0.1898	NA	1.64	0.12	3.63	5.56	19.99	6.13	5.40	14.59	0.361	NA	0.0633	E	0.0005	2.4	<	5.9	NA	0.441	NA	0.157	NA	0.1146	NA	0.0220	NA	0.0101	NA	0.0064	E	0.0179	0.0187	0.0181	0.0150	NA	1.2510	NA	0.0362	NA	0.668	NA	0.2459	NA	0.7059	NA	0.4670	NA	0.2455	NA	1.566	0.8866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 13:09	5/16/2023-62	62	BGC009461	NA	NA	NA	NA	NA	NA	NA	0.027	E	0.0039	NA	0.0933	NA	0.1569	NA	NA	NA	NA	NA	1.93	0.28	6.66	5.06	NA	NA	8.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 13:16	3.8201E+14	SS	BGC009398	1.82	NA	1.37	0.69	<	0.46	<	0.026	E	0.0030	E	0.0954	NA	0.1531	NA	0.43	NA	0.1794	NA	1.86	0.21	6.81	4.94	30.70	5.79	8.88	21.82	0.488	NA	0.0741	E	0.0014	9.3	NA	6.0	NA	0.493	NA	0.163	NA	0.1191	NA	0.0232	NA	0.0109	NA	0.0070	E	0.0174	0.0185	0.0181	0.0143	NA	1.4040	NA	0.0089	<	0.739	NA	0.2801	NA	0.7522	NA	0.4844	NA	0.2617	NA	1.557	0.8956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 13:28	5/16/2023-63	63	BGC009462	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.0034	NA	0.103	NA	0.1403	NA	NA	NA	NA	NA	1.78	0.24	7.36	4.53	NA	NA	9.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 13:32	5/16/2023-64	64	BGC009463	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.0014	E	0.0373	NA	0.1157	NA	NA	NA	NA	NA	1.36	0.10	2.66	3.73	NA	NA	4.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 13:37	5/16/2023-65	65	BGC009464	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0013	E	0.0332	NA	0.1303	NA	NA	NA	NA	NA	1.29	0.09	2.37	4.21	NA	NA	3.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 13:40	381627121395101	PRO	BGC009479	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.0018	E	0.146	NA	0.0405	NA	0.25	NA	0.0407	NA	1.21	0.13	10.42	1.31	17.85	1.31	11.77	6.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 13:49	5/16/2023-66	66	BGC009465	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0015	E	0.106	NA	0.0353	NA	NA	NA	NA	NA	1.07	0.11	7.54	1.14	NA	NA	8.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 13:53	5/16/2023-67	67	BGC009466	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.0015	E	0.145	NA	0.0284	NA	NA	NA	NA	NA	1.00	0.11	10.36	0.92	NA	NA	11.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2023 13:58	5/16/2023-68	68	BGC009467	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.0011	E	0.0961	NA	0.0258	NA	NA	NA	NA	NA	0.86	0.08	6.86	0.83	NA	NA	7.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 07:27	11455485	TOL	BGC009722	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0010	E	0.0927	NA	0.0173	NA	NA	NA	NA	NA	1.07	0.07	6.62	0.56	NA	NA	7.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 07:34	5/17/2023-01	01	BGC009497	NA	NA	NA	NA	NA	NA	NA	0.011	E	0.0013	E	0.147	NA	0.0182	NA	NA	NA	NA	NA	0.79	0.09	10.52	0.59	NA	NA	11.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
