CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	H2O Delta 18O (per mil) (Picarro) SA	H2O Delta 2H (per mil) (Picarro) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A2335	38.28111	-121.66455	Cache Slough Complex	Prospect Slough	Jul-2022	4.25	0.36	23.87	135.69	8.26	7.97	94.51	5.68	1.07	22.40	2.17	22.77	23.89	136.5	0.07	0.14	1.70	0.64	0.00	2.50	5.38	68.20	19.43	0.00	-10.20	-74.85	4.61	2.11	10.86	15.47	2.39
A2419	38.28245	-121.69300	Cache Slough Complex	Shag Slough	Jul-2022	5.05	0.92	23.66	132.60	8.03	8.11	95.72	4.55	1.19	20.78	2.28	21.12	23.68	133.2	0.07	0.36	1.80	0.81	0.00	2.99	11.92	60.14	27.04	0.00	-10.26	-73.40	5.97	2.01	10.10	16.07	2.60
A2252	38.28432	-121.66362	Cache Slough Complex	Toe Drain	Jul-2022	4.23	0.56	23.93	136.20	8.31	7.99	94.86	5.82	1.06	22.63	2.16	23.02	23.94	137.2	0.07	0.11	1.70	0.64	0.00	2.48	4.14	68.55	15.26	0.00	-10.29	-74.89	4.79	2.12	10.97	15.76	2.51
A2417	38.28533	-121.69276	Cache Slough Complex	Shag Slough	Jul-2022	4.75	0.92	23.61	133.73	8.03	8.07	95.12	4.35	1.22	21.18	2.32	21.48	23.63	134.3	0.07	0.37	1.81	0.84	0.00	3.06	12.30	59.20	27.33	0.00	-10.21	-73.07	5.67	2.04	10.29	15.96	2.73
A2332	38.28597	-121.66513	Cache Slough Complex	Prospect Slough	Jul-2022	4.23	0.65	23.95	136.31	8.36	8.05	95.62	5.91	1.06	22.70	2.16	23.07	23.96	137.4	0.07	0.07	1.70	0.66	0.00	2.46	2.96	69.16	15.76	0.00	-10.33	-74.85	4.89	2.12	11.00	15.88	2.55
A2250	38.28721	-121.66320	Cache Slough Complex	Toe Drain	Jul-2022	4.21	0.63	23.96	136.45	8.35	8.04	95.43	5.95	1.07	22.76	2.17	23.13	23.97	137.5	0.07	0.09	1.70	0.66	0.00	2.48	3.47	68.65	16.74	0.00	-10.33	-74.88	4.85	2.13	11.03	15.87	2.57
A2415	38.28822	-121.69277	Cache Slough Complex	Shag Slough	Jul-2022	4.04	0.90	23.47	137.46	8.01	7.96	93.60	3.78	1.25	22.43	2.42	22.75	23.50	137.9	0.07	0.36	1.85	0.88	0.00	3.12	11.73	59.27	28.02	0.00	-10.11	-72.32	4.94	2.11	10.87	15.81	3.02
A2330	38.28893	-121.66555	Cache Slough Complex	Prospect Slough	Jul-2022	4.13	0.61	23.97	136.76	8.41	8.11	96.29	5.97	1.05	22.94	2.18	23.28	23.99	137.7	0.07	0.06	1.71	0.67	0.00	2.47	2.49	69.22	21.12	0.00	-10.36	-74.83	4.74	2.14	11.11	15.85	2.62
A2413	38.29113	-121.69278	Cache Slough Complex	Shag Slough	Jul-2022	3.64	0.87	23.42	139.88	8.02	7.98	93.73	3.55	1.24	23.30	2.47	23.70	23.45	140.2	0.07	0.36	1.89	0.90	0.00	3.16	11.56	59.66	28.29	0.00	-10.07	-71.97	4.51	2.16	11.28	15.80	3.18
A2327	38.29303	-121.66714	Cache Slough Complex	Liberty Cut	Jul-2022	3.74	0.40	23.94	138.25	8.51	8.19	97.24	5.23	0.97	23.69	2.18	23.97	23.96	139.1	0.07	0.02	1.71	0.67	0.00	2.42	0.88	70.45	27.46	0.00	-10.33	-74.64	4.14	2.18	11.46	15.60	2.77
A2411	38.29403	-121.69278	Cache Slough Complex	Shag Slough	Jul-2022	3.02	0.66	23.42	146.11	8.12	8.19	96.20	3.19	1.31	25.64	2.62	26.23	23.45	146.7	0.07	0.41	2.00	0.97	0.00	3.39	12.11	59.04	28.64	0.00	-10.00	-71.39	3.69	2.29	12.38	16.07	3.51
A2325	38.29592	-121.66714	Cache Slough Complex	Liberty Cut	Jul-2022	3.55	0.26	23.95	139.45	8.50	8.02	95.20	4.49	1.02	24.11	2.16	24.38	23.97	140.3	0.07	0.02	1.65	0.68	0.00	2.38	0.70	69.27	28.94	0.00	-10.24	-74.34	3.81	2.20	11.66	15.48	2.95
A2409	38.29692	-121.69278	Cache Slough Complex	Shag Slough	Jul-2022	2.91	0.52	23.48	149.62	8.20	8.35	98.24	3.07	1.36	27.02	2.72	27.70	23.51	150.4	0.08	0.45	2.06	1.02	0.00	3.54	12.61	58.17	28.84	0.00	-9.96	-71.16	3.43	2.37	13.03	16.46	3.69
A2323	38.29882	-121.66714	Cache Slough Complex	Liberty Cut	Jul-2022	3.55	0.25	23.97	140.02	8.48	7.87	93.45	4.30	1.02	24.25	2.15	24.52	23.99	140.8	0.07	0.02	1.61	0.71	0.00	2.36	0.69	67.93	30.12	0.00	-10.21	-74.20	3.80	2.21	11.73	15.53	3.05
A2407	38.29983	-121.69279	Cache Slough Complex	Shag Slough	Jul-2022	3.02	0.28	23.65	156.71	8.34	8.69	102.55	2.90	1.46	29.92	2.99	30.73	23.67	157.7	0.08	0.62	2.18	1.14	0.00	3.97	15.29	55.26	28.75	0.00	-9.87	-70.62	3.30	2.54	14.39	17.70	4.08
A2321	38.30175	-121.66715	Cache Slough Complex	Liberty Cut	Jul-2022	3.44	0.25	23.96	142.07	8.41	7.56	89.74	4.06	1.07	25.08	2.13	25.35	23.99	142.6	0.07	0.01	1.54	0.73	0.00	2.32	0.44	66.49	31.74	0.00	-10.20	-74.05	3.70	2.26	12.12	15.81	3.27
A2405	38.30272	-121.69280	Cache Slough Complex	Shag Slough	Jul-2022	3.16	0.26	23.70	160.06	8.36	8.76	103.52	2.88	1.53	31.06	3.18	32.12	23.72	161.0	0.08	0.80	2.24	1.22	0.00	4.28	17.84	52.99	28.43	0.00	-9.83	-70.32	3.41	2.60	14.93	18.35	4.29
A2319	38.30463	-121.66716	Cache Slough Complex	Liberty Cut	Jul-2022	3.32	0.25	23.95	143.61	8.39	7.46	88.55	3.97	1.06	25.81	2.14	26.12	23.98	144.0	0.07	0.00	1.53	0.71	0.00	2.27	0.08	67.40	31.38	0.00	-10.23	-73.99	3.57	2.30	12.46	16.03	3.39
A2403	38.30563	-121.69281	Cache Slough Complex	Shag Slough	Jul-2022	3.18	0.25	23.73	164.25	8.31	8.69	102.71	3.00	1.69	31.47	3.53	33.71	23.75	165.2	0.08	1.08	2.31	1.35	0.00	4.77	21.51	49.52	28.23	0.00	-9.79	-70.03	3.43	2.62	15.12	18.56	4.51
A2317	38.30753	-121.66717	Cache Slough Complex	Liberty Cut	Jul-2022	3.17	0.25	23.94	145.56	8.36	7.38	87.60	3.91	1.10	26.73	2.17	27.11	23.97	145.7	0.07	0.00	1.52	0.66	0.00	2.21	0.00	69.00	30.03	0.00	-10.26	-73.93	3.42	2.35	12.90	16.31	3.52
A2401	38.30854	-121.69281	Cache Slough Complex	Shag Slough	Jul-2022	3.00	0.25	23.77	173.54	8.09	8.28	97.91	4.42	2.06	33.30	4.31	37.03	23.78	174.6	0.09	1.70	2.45	1.62	0.00	5.81	28.46	42.97	27.85	0.00	-9.64	-69.10	3.24	2.73	15.98	19.23	4.98
A2315	38.31043	-121.66718	Cache Slough Complex	Liberty Cut	Jul-2022	2.94	0.26	24.07	150.71	8.26	7.34	87.34	3.83	1.11	29.05	2.28	29.52	24.07	150.6	0.08	0.00	1.52	0.63	0.00	2.17	0.00	70.00	28.75	0.00	-10.30	-73.84	3.20	2.49	13.98	17.18	3.82
A2399	38.31143	-121.69281	Cache Slough Complex	Shag Slough	Jul-2022	2.79	0.25	23.77	178.21	7.95	8.04	95.08	5.16	2.23	34.87	4.67	38.79	23.77	179.4	0.09	1.96	2.51	1.74	0.00	6.24	30.95	40.64	27.86	0.00	-9.50	-68.39	3.04	2.82	16.72	19.76	5.22
A2313	38.31333	-121.66719	Cache Slough Complex	Liberty Cut	Jul-2022	2.91	0.27	24.20	154.01	8.21	7.39	88.14	3.83	1.13	30.53	2.38	31.09	24.19	154.2	0.08	0.00	1.52	0.69	0.00	2.23	0.00	68.08	30.76	0.00	-10.31	-73.79	3.19	2.57	14.68	17.86	3.99
A2397	38.31435	-121.69296	Cache Slough Complex	Shag Slough	Jul-2022	2.54	0.25	23.70	185.49	7.77	7.69	90.91	5.78	2.42	39.23	5.00	41.84	23.71	187.0	0.09	2.15	2.57	1.82	0.00	6.57	32.51	39.32	27.61	0.00	-9.14	-66.90	2.79	3.07	18.77	21.56	5.68
A2311	38.31623	-121.66720	Cache Slough Complex	Liberty Cut	Jul-2022	2.98	0.44	24.45	160.59	8.08	7.52	90.12	3.92	1.20	33.42	2.59	34.19	24.45	162.0	0.08	0.00	1.51	0.91	0.00	2.43	0.00	62.55	36.96	0.00	-10.31	-73.52	3.44	2.74	16.04	19.47	4.38
A2395	38.31722	-121.69299	Cache Slough Complex	Shag Slough	Jul-2022	2.52	0.25	23.65	188.62	7.70	7.53	88.86	5.01	2.49	40.85	5.09	43.27	23.66	190.0	0.10	2.12	2.58	1.82	0.00	6.57	32.06	39.49	27.58	0.00	-8.96	-66.31	2.77	3.16	19.53	22.31	5.89
A2309	38.31914	-121.66721	Cache Slough Complex	Liberty Cut	Jul-2022	2.96	0.55	24.53	163.35	8.02	7.55	90.59	4.04	1.26	34.54	2.71	35.48	24.53	165.2	0.08	0.00	1.52	1.00	0.00	2.54	0.00	60.10	38.95	0.00	-10.30	-73.27	3.55	2.80	16.56	20.11	4.59
A2393	38.32014	-121.69301	Cache Slough Complex	Shag Slough	Jul-2022	2.66	0.25	23.57	194.07	7.57	7.13	84.06	4.35	2.54	43.60	5.06	45.94	23.58	194.9	0.10	1.86	2.53	1.68	0.00	6.13	30.21	41.72	27.24	0.00	-8.56	-65.08	2.91	3.32	20.82	23.73	6.28
A2295	38.32177	-121.68711	Cache Slough Complex	Stairstep	Jul-2022	3.03	0.26	23.53	199.24	7.44	6.56	77.28	4.69	2.33	46.10	4.67	48.86	23.55	199.4	0.10	1.47	2.41	1.40	0.00	5.31	27.40	45.66	26.35	0.00	-7.91	-62.80	3.29	3.46	22.00	25.29	6.47
A2297	38.32178	-121.69073	Cache Slough Complex	Stairstep	Jul-2022	2.88	0.25	23.53	197.28	7.49	6.80	80.16	4.55	2.49	45.10	4.87	47.72	23.55	197.8	0.10	1.61	2.46	1.50	0.00	5.61	28.54	44.28	26.55	0.00	-8.20	-63.86	3.13	3.40	21.53	24.65	6.46
A2307	38.32204	-121.66722	Cache Slough Complex	Liberty Cut	Jul-2022	2.82	0.68	24.59	168.39	7.90	7.50	90.05	4.61	1.40	36.09	2.96	37.52	24.60	170.7	0.08	0.04	1.56	1.17	0.00	2.83	1.48	55.60	41.12	0.00	-10.15	-72.59	3.54	2.89	17.29	20.83	5.02
A2293	38.32312	-121.68477	Cache Slough Complex	Stairstep	Jul-2022	3.05	0.31	23.55	199.78	7.42	6.47	76.29	4.41	2.29	46.61	4.62	49.18	23.57	199.8	0.10	1.43	2.39	1.40	0.00	5.24	26.99	45.76	26.70	0.00	-7.79	-62.40	3.36	3.49	22.24	25.60	6.43
A2391	38.32331	-121.69343	Cache Slough Complex	Shag Slough	Jul-2022	2.77	0.25	23.54	196.23	7.52	6.94	81.76	4.21	2.55	44.73	4.98	47.07	23.55	196.8	0.10	1.72	2.50	1.58	0.00	5.85	29.28	43.06	26.87	0.00	-8.34	-64.38	3.01	3.38	21.35	24.37	6.44
A2305	38.32490	-121.66724	Cache Slough Complex	Liberty Cut	Jul-2022	2.75	0.63	24.57	170.90	7.84	7.43	89.18	5.12	1.46	36.75	3.12	38.50	24.59	173.0	0.09	0.08	1.60	1.28	0.00	3.01	2.68	53.33	42.09	0.00	-10.04	-72.21	3.41	2.92	17.60	21.00	5.24
A2291	38.32594	-121.68480	Cache Slough Complex	Stairstep	Jul-2022	3.08	0.33	23.55	201.31	7.39	6.33	74.65	4.26	2.34	47.53	4.64	49.98	23.57	201.4	0.10	1.42	2.36	1.42	0.00	5.23	27.09	45.20	27.26	0.00	-7.60	-61.70	3.41	3.54	22.67	26.08	6.59
A2389	38.32627	-121.69351	Cache Slough Complex	Shag Slough	Jul-2022	2.96	0.24	23.51	199.48	7.45	6.63	78.06	4.15	2.54	46.50	4.78	48.80	23.52	199.6	0.10	1.51	2.46	1.45	0.00	5.46	27.78	44.97	26.54	0.00	-7.98	-63.09	3.20	3.48	22.19	25.38	6.69
A2303	38.32783	-121.66725	Cache Slough Complex	Liberty Cut	Jul-2022	2.77	0.42	24.43	177.84	7.72	7.17	85.93	6.89	1.61	38.39	3.45	41.23	24.47	179.4	0.09	0.17	1.76	1.46	0.00	3.44	5.06	51.06	42.40	0.00	-9.83	-71.23	3.20	3.02	18.37	21.57	5.68
A2289	38.32871	-121.68453	Cache Slough Complex	Stairstep	Jul-2022	3.11	0.35	23.55	202.15	7.37	6.27	73.89	4.30	2.38	48.01	4.66	50.42	23.57	202.3	0.10	1.40	2.36	1.45	0.00	5.24	26.77	44.97	27.74	0.00	-7.51	-61.33	3.46	3.57	22.89	26.35	6.68
A2287	38.32907	-121.68091	Cache Slough Complex	Stairstep	Jul-2022	3.06	0.59	23.61	202.36	7.37	6.22	73.39	4.24	2.46	48.24	4.68	50.57	23.64	202.6	0.10	1.41	2.35	1.51	0.00	5.28	26.57	44.59	28.63	0.00	-7.44	-61.30	3.65	3.58	23.00	26.65	6.49
A2285	38.32910	-121.67723	Cache Slough Complex	Stairstep	Jul-2022	2.90	0.75	23.74	200.22	7.42	6.29	74.42	4.42	2.40	47.51	4.55	49.77	23.75	199.8	0.10	1.24	2.32	1.45	0.00	5.00	23.93	46.66	29.62	0.00	-7.58	-62.15	3.66	3.54	22.66	26.32	6.23
A2301	38.33078	-121.66726	Cache Slough Complex	Liberty Cut	Jul-2022	2.79	0.32	24.36	180.84	7.66	7.04	84.24	8.07	1.68	39.03	3.58	42.51	24.39	182.6	0.09	0.22	1.86	1.51	0.00	3.63	6.03	51.17	41.50	0.00	-9.77	-70.78	3.12	3.05	18.68	21.79	5.88
A2283	38.33081	-121.67576	Cache Slough Complex	Stairstep	Jul-2022	2.88	0.71	23.80	199.20	7.43	6.30	74.65	5.21	2.30	46.99	4.43	49.48	23.82	198.8	0.10	1.08	2.31	1.46	0.00	4.82	21.51	47.90	30.82	0.00	-7.75	-62.91	3.59	3.51	22.42	26.01	6.26
A2299	38.33362	-121.66728	Cache Slough Complex	Liberty Cut	Jul-2022	2.82	0.27	24.30	183.09	7.62	6.94	82.94	9.62	1.74	39.49	3.66	43.55	24.33	185.1	0.09	0.27	1.95	1.52	0.00	3.80	7.07	51.44	40.11	0.00	-9.74	-70.41	3.09	3.08	18.89	21.98	6.06
A2281	38.33376	-121.67562	Cache Slough Complex	Stairstep	Jul-2022	2.98	0.62	23.83	199.24	7.40	6.26	74.15	8.63	2.23	46.90	4.35	49.81	23.85	200.0	0.10	0.98	2.36	1.50	0.00	4.84	20.07	48.77	31.19	0.00	-7.96	-63.40	3.60	3.50	22.37	25.97	6.53
A2275	38.33621	-121.66741	Cache Slough Complex	Stairstep	Jul-2022	2.83	0.25	24.27	184.29	7.58	6.86	81.95	14.46	1.86	40.41	3.74	44.43	24.28	186.7	0.09	0.35	2.07	1.52	0.00	3.97	8.97	52.06	38.15	0.00	-9.76	-70.02	3.09	3.13	19.32	22.40	6.34
A2277	38.33614	-121.67100	Cache Slough Complex	Stairstep	Jul-2022	2.91	0.31	24.10	190.84	7.50	6.57	78.19	13.19	2.00	43.53	4.06	46.87	24.12	192.4	0.10	0.62	2.22	1.56	0.00	4.42	13.62	50.28	35.49	0.00	-9.30	-68.26	3.22	3.31	20.79	24.01	6.48
A2279	38.33618	-121.67461	Cache Slough Complex	Stairstep	Jul-2022	2.98	0.57	23.89	197.97	7.42	6.30	74.66	11.78	2.20	46.43	4.31	49.58	23.91	199.0	0.10	0.92	2.37	1.55	0.00	4.85	18.89	48.94	31.94	0.00	-8.23	-64.26	3.55	3.48	22.15	25.70	6.64
A2367	38.23914	-121.68238	Cache Slough Complex	Prospect Slough	Jul-2022	6.14	2.10	23.89	128.11	7.82	7.94	93.89	4.49	1.11	18.76	2.37	18.84	23.91	128.9	0.07	0.67	1.69	0.73	0.00	3.10	21.64	54.46	23.64	0.00	-10.97	-77.54	9.03	1.90	9.15	17.86	1.49
A2424	38.27518	-121.69669	Cache Slough Complex	Shag Slough	Jul-2022	5.85	0.97	23.77	130.20	7.84	7.92	93.71	4.17	1.12	19.50	2.22	20.02	23.79	131.1	0.07	0.35	1.71	0.79	0.00	2.85	12.31	60.07	27.63	0.00	-10.50	-74.59	6.81	1.94	9.49	16.30	2.21
A2334	38.28276	-121.66437	Cache Slough Complex	Prospect Slough	Jul-2022	4.27	0.47	23.89	135.90	8.28	7.97	94.53	5.70	1.06	22.49	2.16	22.88	23.91	136.9	0.07	0.11	1.70	0.64	0.00	2.48	4.40	68.69	14.78	0.00	-10.25	-74.88	4.74	2.11	10.90	15.64	2.44
A2328	38.29175	-121.66590	Cache Slough Complex	Prospect Slough	Jul-2022	3.81	0.41	23.96	138.19	8.49	8.15	96.79	5.44	0.99	23.66	2.19	23.94	23.99	139.0	0.07	0.03	1.71	0.69	0.00	2.46	1.33	69.42	27.97	0.00	-10.35	-74.74	4.22	2.18	11.45	15.66	2.79
A2526	38.22942	-121.67459	Cache Slough Complex	Cache Slough	Jul-2022	8.33	2.26	24.01	126.36	7.50	7.79	92.55	4.73	1.09	16.69	2.34	16.76	24.02	127.2	0.07	0.78	1.70	0.81	0.00	3.30	23.72	51.52	24.37	0.00	-11.10	-78.34	10.58	1.78	8.18	18.76	1.23
A2110	38.23227	-121.67358	Cache Slough Complex	Sacramento Deep Water Shipping Channel	Jul-2022	8.92	1.32	23.92	120.00	7.46	7.68	91.19	7.81	1.02	15.81	2.15	15.93	23.94	120.8	0.06	0.80	1.57	0.62	0.00	3.01	26.95	52.11	20.34	0.00	-11.02	-78.31	10.26	1.73	7.76	18.01	1.17
A2523	38.23343	-121.67660	Cache Slough Complex	Cache Slough	Jul-2022	7.60	1.74	23.97	125.51	7.59	7.79	92.48	4.75	1.07	17.28	2.32	17.34	23.98	126.7	0.06	0.73	1.70	0.74	0.00	3.18	22.95	53.50	23.08	0.00	-11.04	-78.20	9.34	1.81	8.45	17.79	1.28
A2520	38.23535	-121.68131	Cache Slough Complex	Cache Slough	Jul-2022	6.69	1.95	23.94	127.95	7.70	7.85	93.11	4.18	1.09	18.22	2.39	18.27	23.96	129.0	0.07	0.68	1.72	0.78	0.00	3.19	21.41	53.96	24.40	0.00	-11.04	-78.06	8.60	1.87	8.89	17.50	1.40
A2516	38.24044	-121.68556	Cache Slough Complex	Cache Slough	Jul-2022	6.74	1.78	23.94	126.74	7.76	7.94	93.83	4.39	1.09	17.99	2.32	18.28	23.95	127.7	0.07	0.63	1.69	0.73	0.00	3.05	20.58	55.45	24.18	0.00	-11.03	-77.63	9.12	1.86	8.78	17.69	1.53
A2365	38.24087	-121.67942	Cache Slough Complex	Prospect Slough	Jul-2022	5.20	1.17	23.81	128.62	7.96	7.96	94.23	4.86	1.11	19.64	2.34	19.78	23.83	129.2	0.07	0.68	1.67	0.65	0.00	3.04	22.26	55.13	21.51	0.00	-10.70	-76.90	8.16	1.95	9.56	16.89	1.56
A2514	38.24253	-121.68796	Cache Slough Complex	Cache Slough	Jul-2022	7.36	1.33	23.96	125.31	7.67	7.86	93.12	4.28	1.06	17.09	2.28	17.82	23.97	126.4	0.06	0.58	1.70	0.73	0.00	3.01	19.17	56.67	24.43	0.00	-11.05	-77.70	8.96	1.80	8.36	17.24	1.62
A2623	38.24408	-121.69217	Cache Slough Complex	Lindsey Slough	Jul-2022	7.27	0.63	23.89	126.07	7.65	7.83	92.87	4.25	1.07	17.11	2.29	18.69	23.90	127.1	0.07	0.49	1.72	0.74	0.00	2.96	16.67	58.00	24.89	0.00	-10.90	-77.00	7.88	1.81	8.37	16.26	1.96
A2510	38.24530	-121.68792	Cache Slough Complex	Cache Slough	Jul-2022	7.60	1.08	23.97	124.70	7.63	7.78	92.40	4.23	1.08	16.83	2.26	17.72	23.98	125.9	0.06	0.58	1.70	0.74	0.00	3.02	19.14	55.62	24.62	0.00	-11.03	-77.58	8.82	1.79	8.24	17.02	1.64
A2619	38.24648	-121.69786	Cache Slough Complex	Lindsey Slough	Jul-2022	6.06	1.68	23.71	130.61	7.74	7.76	91.71	4.28	1.13	18.18	2.38	21.09	23.72	131.3	0.07	0.41	1.76	0.80	0.00	2.95	13.80	59.36	27.00	0.00	-10.83	-76.40	7.74	1.87	8.87	16.61	2.15
A2594	38.25631	-121.73121	Cache Slough Complex	Lindsey Slough	Jul-2022	5.58	1.12	23.44	146.27	7.87	8.12	95.42	3.58	1.79	24.35	3.81	27.38	23.45	146.0	0.07	1.24	3.15	1.50	0.00	5.87	20.88	53.74	25.59	0.00	-10.34	-73.71	6.42	2.22	11.77	18.35	3.27
A2500	38.25716	-121.69275	Cache Slough Complex	Cache Slough	Jul-2022	6.88	1.00	23.80	127.93	7.69	7.84	92.86	4.04	1.10	17.54	2.25	19.38	23.82	128.9	0.07	0.33	1.68	0.73	0.00	2.74	12.02	61.24	26.57	0.00	-10.85	-76.43	7.87	1.83	8.57	16.44	1.92
A2579	38.26043	-121.74978	Cache Slough Complex	Lindsey Slough	Jul-2022	6.70	0.43	23.12	155.08	7.72	7.76	90.74	4.37	1.97	28.38	4.24	30.87	23.14	153.9	0.08	2.10	3.78	1.02	0.00	6.91	30.48	54.74	14.74	0.00	-10.32	-73.31	7.14	2.45	13.67	20.80	4.07
A2497	38.26108	-121.69532	Cache Slough Complex	Cache Slough	Jul-2022	6.45	1.03	23.76	128.67	7.72	7.83	92.61	4.08	1.08	18.33	2.25	19.60	23.78	129.5	0.07	0.37	1.69	0.74	0.00	2.80	12.93	60.66	26.26	0.00	-10.80	-76.18	7.48	1.87	8.94	16.42	1.89
A2525	38.23073	-121.67543	Cache Slough Complex	Cache Slough	Jul-2022	8.39	1.85	23.98	124.30	7.51	7.76	92.23	5.41	1.07	16.50	2.28	16.62	23.99	125.3	0.06	0.77	1.67	0.73	0.00	3.18	24.40	52.54	22.85	0.00	-11.06	-78.30	10.22	1.77	8.09	18.32	1.21
A2522	38.23430	-121.67803	Cache Slough Complex	Cache Slough	Jul-2022	7.24	1.46	23.92	125.15	7.64	7.79	92.45	5.11	1.06	17.56	2.31	17.65	23.94	126.2	0.06	0.71	1.67	0.71	0.00	3.11	23.04	53.53	22.80	0.00	-10.98	-78.01	8.88	1.83	8.58	17.37	1.32
A2108	38.23529	-121.67353	Cache Slough Complex	Sacramento Deep Water Shipping Channel	Jul-2022	8.65	0.99	23.89	119.44	7.50	7.66	90.88	8.15	1.01	15.99	2.13	16.15	23.91	120.4	0.06	0.79	1.53	0.59	0.00	2.94	26.97	52.19	20.00	0.00	-10.97	-78.18	9.81	1.74	7.85	17.56	1.22
A2518	38.23753	-121.68396	Cache Slough Complex	Cache Slough	Jul-2022	6.46	2.06	23.91	128.03	7.77	7.91	93.45	4.35	1.10	18.46	2.37	18.52	23.93	128.9	0.07	0.67	1.70	0.76	0.00	3.13	21.34	54.29	24.33	0.00	-11.02	-77.82	8.81	1.88	9.01	17.70	1.47
A2366	38.23970	-121.68027	Cache Slough Complex	Prospect Slough	Jul-2022	5.56	1.81	23.85	128.50	7.88	7.96	94.30	4.66	1.15	19.24	2.38	19.34	23.87	129.1	0.07	0.69	1.69	0.70	0.00	3.11	22.14	54.48	22.65	0.00	-10.85	-77.28	8.58	1.93	9.37	17.45	1.48
A2515	38.24134	-121.68701	Cache Slough Complex	Cache Slough	Jul-2022	7.27	1.48	23.97	125.99	7.69	7.93	93.63	4.26	1.04	17.30	2.29	17.86	23.97	127.1	0.06	0.58	1.70	0.74	0.00	3.02	19.20	56.55	24.78	0.00	-11.06	-77.73	8.89	1.82	8.46	17.30	1.62
A2364	38.24166	-121.67812	Cache Slough Complex	Prospect Slough	Jul-2022	5.35	0.81	23.79	127.92	7.95	7.93	93.80	5.24	1.05	19.51	2.30	19.67	23.81	128.6	0.07	0.67	1.65	0.63	0.00	2.98	22.56	55.33	20.92	0.00	-10.65	-76.85	7.95	1.94	9.50	16.56	1.60
A2621	38.24447	-121.69559	Cache Slough Complex	Lindsey Slough	Jul-2022	6.53	1.51	23.78	128.75	7.70	7.81	92.44	4.30	1.07	17.80	2.34	20.11	23.79	129.4	0.07	0.46	1.74	0.76	0.00	2.96	15.50	58.69	25.70	0.00	-10.88	-76.68	8.01	1.84	8.70	16.72	2.13
A2624	38.24426	-121.69022	Cache Slough Complex	Lindsey Slough	Jul-2022	7.27	0.63	23.89	126.07	7.65	7.83	92.87	4.25	1.07	17.11	2.29	18.69	23.90	127.1	0.07	0.49	1.72	0.74	0.00	2.96	16.67	58.00	24.89	0.00	-10.90	-77.00	7.88	1.81	8.37	16.26	1.96
A2362	38.24444	-121.67631	Cache Slough Complex	Prospect Slough	Jul-2022	4.94	0.23	23.78	129.35	8.07	7.96	94.41	4.86	1.04	20.15	2.31	20.36	23.80	130.1	0.07	0.63	1.67	0.62	0.00	2.94	21.35	56.74	16.86	0.00	-10.59	-76.50	7.14	1.98	9.81	15.91	1.81
A2512	38.24418	-121.68424	Cache Slough Complex	Cache Slough	Jul-2022	7.41	1.24	23.98	124.92	7.66	7.77	92.37	4.27	1.09	17.21	2.26	17.79	23.98	126.0	0.06	0.63	1.67	0.73	0.00	3.05	20.62	54.34	24.23	0.00	-11.05	-77.74	9.02	1.81	8.42	17.30	1.53
A2618	38.24653	-121.69967	Cache Slough Complex	Lindsey Slough	Jul-2022	5.77	1.74	23.68	131.72	7.76	7.73	91.34	4.28	1.15	18.35	2.41	21.61	23.69	132.4	0.07	0.38	1.79	0.81	0.00	2.97	12.85	60.17	27.27	0.00	-10.81	-76.24	7.51	1.88	8.96	16.47	2.15
A2360	38.24692	-121.67489	Cache Slough Complex	Prospect Slough	Jul-2022	4.71	0.00	23.78	129.97	8.15	8.04	95.24	5.03	1.08	20.55	2.32	20.75	23.80	130.6	0.07	0.62	1.67	0.63	0.00	2.93	21.27	56.83	18.14	0.00	-10.56	-76.36	6.31	2.00	9.99	15.43	1.93
A2616	38.24665	-121.70338	Cache Slough Complex	Lindsey Slough	Jul-2022	5.28	1.31	23.64	133.65	7.80	7.67	90.53	4.19	1.20	19.34	2.46	22.37	23.65	134.1	0.07	0.39	1.83	0.84	0.00	3.05	12.65	59.92	27.43	0.00	-10.74	-75.91	6.59	1.93	9.42	16.01	2.16
